# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "--primary" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap_primary/SNF2_4_Aligned_counts.txt" "./databases/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/SNF2_4_Aligned.sortedByCoord.out.bam
YDL210W	chrIV	84270	85985	+	1716	121
YDL209C	chrIV	86207	87226	-	1020	351
YDL208W	chrIV	87512	87982	+	471	2207
YDL207W	chrIV	88248	89864	+	1617	1321
YDL206W	chrIV	90176	92464	+	2289	686
YDL205C	chrIV	92762	93745	-	984	987
YDL204W	chrIV	94605	95786	+	1182	491
YDL203C	chrIV	96082	97953	-	1872	566
YDL202W	chrIV	98475	99224	+	750	517
YDL201W	chrIV	99561	100421	+	861	427
YDL200C	chrIV	100501	101067	-	567	323
YDL199C	chrIV	101290	103353	-	2064	515
YDL198C	chrIV	103649	104551	-	903	1128
YDL197C	chrIV	104917	106494	-	1578	1023
YDL196W	chrIV	106741	107070	+	330	23
YDL195W	chrIV	107208	111029	+	3822	5251
YDL194W	chrIV	111580	114234	+	2655	900
YDL193W	chrIV	114672	115799	+	1128	763
YDL192W	chrIV	116321	116866	+	546	7670
YDL191W	chrIV	117664	117666	+	3	477
YDL191W	chrIV	118158	118517	+	360	4180
YDL190C	chrIV	118707	121592	-	2886	1512
YDL189W	chrIV	122216	123589	+	1374	1569
YDL188C	chrIV	123865	124998	-	1134	1161
YDL187C	chrIV	125509	125838	-	330	40
YDL186W	chrIV	125616	126449	+	834	184
YDL185C-A	chrIV	126608	126835	-	228	53
YDL185W	chrIV	126787	130002	+	3216	9278
YDL184C	chrIV	130407	130484	-	78	6765
YDL182W	chrIV	133437	134723	+	1287	1136
YDL181W	chrIV	135179	135436	+	258	536
YDL180W	chrIV	135896	137539	+	1644	924
YDL179W	chrIV	138291	139205	+	915	243
YDL178W	chrIV	139522	141114	+	1593	1107
YDL177C	chrIV	141209	141721	-	513	362
YDL176W	chrIV	142097	144223	+	2127	492
YDL175C	chrIV	144484	145518	-	1035	500
YDL174C	chrIV	145826	147589	-	1764	2972
YDL173W	chrIV	148191	149078	+	888	3011
YDL172C	chrIV	148607	149086	-	480	1948
YDL171C	chrIV	149203	155640	-	6438	3343
YDL170W	chrIV	156318	157904	+	1587	501
YDL169C	chrIV	158064	158735	-	672	602
YDL168W	chrIV	159604	160764	+	1161	1099
YDL167C	chrIV	160995	163154	-	2160	247
YDL166C	chrIV	163449	164042	-	594	833
YDL165W	chrIV	164290	164865	+	576	600
YDL164C	chrIV	164987	167254	-	2268	772
YDL163W	chrIV	166956	167258	+	303	40
YDL162C	chrIV	167359	167715	-	357	14
YDL161W	chrIV	167714	169078	+	1365	2215
YDL160C-A	chrIV	169366	169608	-	243	250
YDL160C	chrIV	170410	171930	-	1521	1126
YDL159W-A	chrIV	172182	172313	+	132	0
YDL159W	chrIV	172481	174028	+	1548	617
YDL159C-B	chrIV	173056	173232	-	177	67
YDL158C	chrIV	173866	174174	-	309	214
YDL157C	chrIV	174232	174588	-	357	954
YDL156W	chrIV	174918	176486	+	1569	197
YDL155W	chrIV	176773	178056	+	1284	1089
YDL154W	chrIV	178334	181039	+	2706	73
YDL153C	chrIV	181186	183018	-	1833	1520
YDL152W	chrIV	182822	183187	+	366	146
YDL151C	chrIV	183318	183899	-	582	312
YDL150W	chrIV	183343	184611	+	1269	661
YDL149W	chrIV	184925	187918	+	2994	646
YDL148C	chrIV	188154	190586	-	2433	963
YDL147W	chrIV	190924	192261	+	1338	3904
YDL146W	chrIV	192750	194225	+	1476	684
YDL145C	chrIV	194571	198176	-	3606	5315
YDL144C	chrIV	198662	199732	-	1071	1360
YDL143W	chrIV	199996	201582	+	1587	3307
YDL142C	chrIV	201719	202570	-	852	698
YDL141W	chrIV	203039	205111	+	2073	797
YDL140C	chrIV	205360	210561	-	5202	6069
YDL139C	chrIV	211375	212046	-	672	357
YDL138W	chrIV	213351	215642	+	2292	722
YDL137W	chrIV	216529	217074	+	546	6103
YDL136W	chrIV	217600	217602	+	3	415
YDL136W	chrIV	218008	218367	+	360	2124
YDL135C	chrIV	218680	219288	-	609	1120
YDL134C	chrIV	219662	220771	-	1110	2165
YDL133C-A	chrIV	221724	221801	-	78	5336
YDL133W	chrIV	222427	223740	+	1314	1062
YDL132W	chrIV	224304	226751	+	2448	2761
YDL131W	chrIV	227393	228715	+	1323	1557
YDL130W-A	chrIV	229171	229431	+	261	890
YDL130W	chrIV	229906	230019	+	114	5898
YDL130W	chrIV	230321	230527	+	207	8749
YDL129W	chrIV	231024	231899	+	876	106
YDL128W	chrIV	232652	233887	+	1236	1967
YDL127W	chrIV	234927	235853	+	927	389
YDL126C	chrIV	236157	238664	-	2508	16194
YDL125C	chrIV	239019	239398	-	380	3319
YDL125C	chrIV	239510	239606	-	97	543
YDL124W	chrIV	240259	241197	+	939	2952
YDL123W	chrIV	241418	241840	+	423	643
YDL122W	chrIV	242552	244981	+	2430	1851
YDL121C	chrIV	245133	245582	-	450	968
YDL120W	chrIV	245923	246447	+	525	796
YDL119C	chrIV	246689	247612	-	924	744
YDL118W	chrIV	247302	247682	+	381	278
YDL117W	chrIV	248581	251238	+	2658	1026
YDL116W	chrIV	251566	253746	+	2181	937
YDL115C	chrIV	253995	254974	-	980	1000
YDL115C	chrIV	255045	255126	-	82	56
YDL114W-A	chrIV	254935	255048	+	114	78
YDL114W	chrIV	255604	256530	+	927	14
YDL113C	chrIV	256633	258555	-	1923	1160
YDL111C	chrIV	263313	264110	-	798	669
YDL110C	chrIV	264512	264964	-	453	3323
YDL109C	chrIV	265258	267201	-	1944	241
YDL108W	chrIV	267698	267725	+	28	13
YDL108W	chrIV	267807	268699	+	893	420
YDL107W	chrIV	268921	269976	+	1056	366
YDL106C	chrIV	270222	271901	-	1680	1049
YDL105W	chrIV	272389	273597	+	1209	232
YDL104C	chrIV	273653	274876	-	1224	226
YDL103C	chrIV	275148	276581	-	1434	1197
YDL102W	chrIV	276872	280165	+	3294	598
YDL101C	chrIV	280307	281848	-	1542	383
YDL100C	chrIV	282112	283176	-	1065	4347
YDL099W	chrIV	283419	284444	+	1026	2056
YDL098C	chrIV	284581	285165	-	585	235
YDL097C	chrIV	285391	286695	-	1305	4647
YDL096C	chrIV	286998	287324	-	327	129
YDL095W	chrIV	287059	289512	+	2454	3627
YDL094C	chrIV	289572	290081	-	510	74
YDL093W	chrIV	289909	292140	+	2232	721
YDL092W	chrIV	292781	293221	+	441	1104
YDL091C	chrIV	293392	294759	-	1368	742
YDL090C	chrIV	295034	296329	-	1296	670
YDL089W	chrIV	296820	298274	+	1455	535
YDL088C	chrIV	298417	300003	-	1587	1079
YDL087C	chrIV	300214	300999	-	786	403
YDL086W	chrIV	301413	302234	+	822	2129
YDL086C-A	chrIV	301655	302089	-	435	1298
YDL085C-A	chrIV	302464	302670	-	207	537
YDL085W	chrIV	303211	304848	+	1638	230
YDL084W	chrIV	305237	306577	+	1341	6316
YDL083C	chrIV	306926	307333	-	408	8999
YDL083C	chrIV	307766	307789	-	24	659
YDL082W	chrIV	308424	308427	+	4	295
YDL082W	chrIV	308793	309388	+	596	6410
YDL081C	chrIV	309802	310122	-	321	12376
YDL080C	chrIV	310642	312471	-	1830	704
YDL079C	chrIV	312951	314044	-	1094	649
YDL079C	chrIV	314337	314748	-	412	404
YDL078C	chrIV	315357	316388	-	1032	3129
YDL077C	chrIV	316971	320120	-	3150	667
YDL076C	chrIV	320668	321552	-	885	1027
YDL075W	chrIV	322226	322282	+	57	2825
YDL075W	chrIV	322704	322988	+	285	9622
YDL074C	chrIV	324047	326149	-	2103	1551
YDL073W	chrIV	326613	329567	+	2955	954
YDL072C	chrIV	329836	330447	-	612	4098
YDL071C	chrIV	330666	331040	-	375	63
YDL070W	chrIV	331024	332940	+	1917	1910
YDL069C	chrIV	333121	333810	-	690	188
YDL068W	chrIV	333500	333829	+	330	77
YDL067C	chrIV	334217	334396	-	180	864
YDL066W	chrIV	334835	336121	+	1287	2366
YDL065C	chrIV	336249	337277	-	1029	1021
YDL064W	chrIV	337487	337524	+	38	89
YDL064W	chrIV	337635	338070	+	436	614
YDL063C	chrIV	338272	340134	-	1863	146
YDL062W	chrIV	339857	340282	+	426	8
YDL061C	chrIV	340628	340798	-	171	4228
YDL060W	chrIV	341619	343985	+	2367	621
YDL059C	chrIV	344237	344953	-	717	386
YDL058W	chrIV	345665	351037	+	5373	1961
YDL057W	chrIV	351434	352420	+	987	335
YDL056W	chrIV	352877	355378	+	2502	820
YDL055C	chrIV	355674	356759	-	1086	14908
YDL054C	chrIV	359825	361285	-	1461	892
YDL053C	chrIV	361699	362256	-	558	921
YDL052C	chrIV	362672	363583	-	912	1655
YDL051W	chrIV	363952	364779	+	828	1530
YDL050C	chrIV	364446	364817	-	372	842
YDL049C	chrIV	365068	365874	-	807	453
YDL048C	chrIV	366739	368211	-	1473	1194
YDL047W	chrIV	369771	370706	+	936	1425
YDL046W	chrIV	371240	371761	+	522	3582
YDL045W-A	chrIV	372248	372535	+	288	555
YDL045C	chrIV	372688	373608	-	921	918
YDL044C	chrIV	373967	375289	-	1323	258
YDL043C	chrIV	375680	376480	-	801	262
YDL042C	chrIV	376757	378445	-	1689	399
YDL041W	chrIV	378102	378455	+	354	50
YDL040C	chrIV	378874	381438	-	2565	2365
YDL039C	chrIV	381985	384081	-	2097	347
YDL037C	chrIV	384601	385587	-	987	23
YDL036C	chrIV	387513	388901	-	1389	316
YDL035C	chrIV	389172	392057	-	2886	1802
YDL034W	chrIV	391783	392127	+	345	59
YDL032W	chrIV	393690	394001	+	312	13
YDL031W	chrIV	394217	397204	+	2988	764
YDL030W	chrIV	397537	399129	+	1593	459
YDL029W	chrIV	399340	399361	+	22	110
YDL029W	chrIV	399485	400638	+	1154	4731
YDL028C	chrIV	400997	403291	-	2295	596
YDL027C	chrIV	403695	404957	-	1263	961
YDL026W	chrIV	404749	405060	+	312	155
YDL025C	chrIV	405344	407206	-	1863	1411
YDL025W-A	chrIV	405410	405514	+	105	330
YDL024C	chrIV	408451	409857	-	1407	121
YDL022C-A	chrIV	409808	410056	-	249	1
YDL023C	chrIV	411761	412081	-	321	336
YDL022W	chrIV	411825	413000	+	1176	3031
YDL021W	chrIV	413953	414888	+	936	349
YDL020C	chrIV	415113	416708	-	1596	1798
YDL019C	chrIV	417663	421514	-	3852	2567
YDL018C	chrIV	422833	423510	-	678	566
YDL017W	chrIV	424209	425732	+	1524	557
YDL016C	chrIV	425570	425872	-	303	390
YDL015C	chrIV	426002	426934	-	933	2293
YDL014W	chrIV	427364	428347	+	984	6090
YDL013W	chrIV	429067	430926	+	1860	1055
YDL012C	chrIV	431108	431386	-	279	801
YDL012C	chrIV	431473	431517	-	45	165
YDL011C	chrIV	432308	432631	-	324	426
YDL010W	chrIV	432330	433025	+	696	1224
YDL009C	chrIV	432925	433248	-	324	721
YDL008W	chrIV	433497	433994	+	498	482
YDL007C-A	chrIV	436567	436824	-	258	0
YDL007W	chrIV	438047	439360	+	1314	5376
YDL006W	chrIV	439909	440754	+	846	605
YDL005C	chrIV	441014	442309	-	1296	1497
YDL004W	chrIV	443029	443511	+	483	1947
YDL003W	chrIV	444683	446383	+	1701	726
YDL002C	chrIV	446967	447578	-	612	711
YDL001W	chrIV	447984	449276	+	1293	439
YDR001C	chrIV	450220	452475	-	2256	3049
YDR002W	chrIV	453045	453650	+	606	6047
YDR003W	chrIV	454122	454754	+	633	1117
YDR003W-A	chrIV	454782	454904	+	123	357
YDR004W	chrIV	455201	456583	+	1383	628
YDR005C	chrIV	456836	458017	-	1182	803
YDR005C	chrIV	458098	458103	-	6	12
YDR006C	chrIV	458542	461247	-	2706	1536
YDR007W	chrIV	461842	462516	+	675	1173
YDR008C	chrIV	462252	462602	-	351	625
YDR009W	chrIV	463434	464996	+	1563	262
YDR010C	chrIV	465051	465383	-	333	116
YDR011W	chrIV	465919	470424	+	4506	1627
YDR012W	chrIV	471853	472941	+	1089	5438
YDR013W	chrIV	473157	473783	+	627	410
YDR014W	chrIV	474046	475989	+	1944	182
YDR014W-A	chrIV	477797	478285	+	489	20
YDR015C	chrIV	477960	478199	-	240	13
YDR016C	chrIV	478474	478758	-	285	480
YDR017C	chrIV	479115	482267	-	3153	1438
YDR018C	chrIV	482670	483860	-	1191	324
YDR019C	chrIV	484163	485365	-	1203	249
YDR020C	chrIV	485746	486444	-	699	130
YDR021W	chrIV	486804	488003	+	1200	84
YDR022C	chrIV	488072	488662	-	591	349
YDR023W	chrIV	489508	490896	+	1389	5518
YDR024W	chrIV	491017	491502	+	486	55
YDR025W	chrIV	491515	491559	+	45	1033
YDR025W	chrIV	491899	492324	+	426	10840
YDR026C	chrIV	492556	494268	-	1713	934
YDR027C	chrIV	494649	497318	-	2670	1261
YDR028C	chrIV	497835	500879	-	3045	4004
YDR029W	chrIV	501100	501414	+	315	43
YDR030C	chrIV	501753	503273	-	1521	180
YDR031W	chrIV	503498	503863	+	366	220
YDR032C	chrIV	504099	504695	-	597	5186
YDR033W	chrIV	508147	509109	+	963	731
YDR034C	chrIV	509737	512109	-	2373	638
YDR034C-D	chrIV	514043	518062	-	4020	20
YDR034C-D	chrIV	518064	519356	-	1293	17
YDR034C-C	chrIV	518040	519356	-	1317	17
YDR034C-A	chrIV	520516	520692	-	177	14
YDR034W-B	chrIV	521314	521469	+	156	89
YDR035W	chrIV	521816	522928	+	1113	3641
YDR037W	chrIV	525440	527215	+	1776	7525
YDR038C	chrIV	527422	530697	-	3276	236
YDR039C	chrIV	531307	534582	-	3276	0
YDR040C	chrIV	535192	538467	-	3276	164
YDR041W	chrIV	539803	540414	+	612	1132
YDR042C	chrIV	540601	541203	-	603	47
YDR043C	chrIV	542674	543369	-	696	365
YDR044W	chrIV	546642	547628	+	987	1180
YDR045C	chrIV	547978	548310	-	333	465
YDR046C	chrIV	548762	550576	-	1815	2366
YDR047W	chrIV	551860	552948	+	1089	2134
YDR048C	chrIV	553084	553398	-	315	31
YDR049W	chrIV	553254	555152	+	1899	789
YDR050C	chrIV	555726	556472	-	747	61471
YDR051C	chrIV	557056	558060	-	1005	1017
YDR052C	chrIV	558511	560625	-	2115	1436
YDR053W	chrIV	560249	560644	+	396	155
YDR054C	chrIV	561440	562327	-	888	3378
YDR055W	chrIV	563527	564861	+	1335	860
YDR056C	chrIV	565023	565640	-	618	1876
YDR057W	chrIV	565927	567555	+	1629	941
YDR058C	chrIV	567723	568703	-	981	367
YDR059C	chrIV	569234	569633	-	400	813
YDR059C	chrIV	569724	569770	-	47	138
YDR060W	chrIV	570649	573726	+	3078	1124
YDR061W	chrIV	574164	575783	+	1620	889
YDR062W	chrIV	576474	578159	+	1686	2608
YDR063W	chrIV	578663	579112	+	450	823
YDR064W	chrIV	579458	579478	+	21	1610
YDR064W	chrIV	580018	580452	+	435	14911
YDR065W	chrIV	580687	581784	+	1098	140
YDR066C	chrIV	581908	582498	-	591	167
YDR067C	chrIV	582791	583465	-	675	526
YDR068W	chrIV	583713	584645	+	933	1408
YDR069C	chrIV	584939	587719	-	2781	499
YDR070C	chrIV	588098	588379	-	282	125
YDR071C	chrIV	588827	589402	-	576	2477
YDR072C	chrIV	589761	591344	-	1584	2071
YDR073W	chrIV	592439	592948	+	510	912
YDR074W	chrIV	593893	596583	+	2691	6197
YDR075W	chrIV	597156	598082	+	927	269
YDR076W	chrIV	598468	599688	+	1221	378
YDR077W	chrIV	600793	601809	+	1017	5510
YDR078C	chrIV	602198	602869	-	672	355
YDR079W	chrIV	603064	603399	+	336	368
YDR079C-A	chrIV	603593	603811	-	219	235
YDR080W	chrIV	604008	606986	+	2979	474
YDR081C	chrIV	607304	610081	-	2778	807
YDR082W	chrIV	610441	611925	+	1485	232
YDR083W	chrIV	612073	613251	+	1179	327
YDR084C	chrIV	613405	614004	-	600	998
YDR085C	chrIV	614288	616150	-	1863	874
YDR086C	chrIV	616928	617170	-	243	2755
YDR087C	chrIV	617470	618306	-	837	675
YDR088C	chrIV	618497	619645	-	1149	1069
YDR089W	chrIV	622112	624721	+	2610	322
YDR090C	chrIV	625066	625998	-	933	716
YDR091C	chrIV	626708	628534	-	1827	728
YDR092W	chrIV	629876	629905	+	30	146
YDR092W	chrIV	630174	630605	+	432	1702
YDR093W	chrIV	631282	636120	+	4839	3278
YDR094W	chrIV	635840	636175	+	336	936
YDR095C	chrIV	636117	636527	-	411	74
YDR096W	chrIV	637139	639823	+	2685	2921
YDR097C	chrIV	640109	643837	-	3729	643
YDR098C	chrIV	644178	645035	-	858	1812
YDR098C-B	chrIV	645858	649820	-	3963	14
YDR098C-B	chrIV	649822	651126	-	1305	1
YDR098C-A	chrIV	649804	651126	-	1323	1
YDR099W	chrIV	653607	654428	+	822	4985
YDR101C	chrIV	655686	657467	-	1782	256
YDR102C	chrIV	657648	657980	-	333	17
YDR103W	chrIV	658350	661103	+	2754	755
YDR104C	chrIV	661173	664910	-	3738	549
YDR105C	chrIV	665349	666770	-	1422	966
YDR106W	chrIV	667004	667858	+	855	65
YDR107C	chrIV	669016	671034	-	2019	618
YDR108W	chrIV	671269	673365	+	2097	525
YDR109C	chrIV	673520	675667	-	2148	458
YDR110W	chrIV	676102	677802	+	1701	398
YDR111C	chrIV	678241	679764	-	1524	1871
YDR112W	chrIV	679544	679852	+	309	193
YDR113C	chrIV	680496	681617	-	1122	655
YDR114C	chrIV	681924	682226	-	303	217
YDR115W	chrIV	682175	682492	+	318	694
YDR116C	chrIV	682724	683581	-	858	672
YDR117C	chrIV	683946	685643	-	1698	1012
YDR118W	chrIV	685882	687840	+	1959	336
YDR118W-A	chrIV	687768	687884	+	117	46
YDR119W	chrIV	688227	690533	+	2307	947
YDR119W-A	chrIV	691014	691214	+	201	83
YDR120C	chrIV	691549	693261	-	1713	546
YDR121W	chrIV	693585	694175	+	591	511
YDR122W	chrIV	694700	697894	+	3195	3214
YDR123C	chrIV	698554	699468	-	915	359
YDR124W	chrIV	700315	701289	+	975	254
YDR125C	chrIV	701397	702758	-	1362	153
YDR126W	chrIV	703234	704244	+	1011	264
YDR127W	chrIV	704484	709250	+	4767	2938
YDR128W	chrIV	709549	712995	+	3447	1503
YDR129C	chrIV	713340	715247	-	1908	5860
YDR129C	chrIV	715359	715379	-	21	56
YDR130C	chrIV	715747	716622	-	876	304
YDR131C	chrIV	716790	718460	-	1671	228
YDR132C	chrIV	718816	720303	-	1488	511
YDR133C	chrIV	720962	721297	-	336	4216
YDR135C	chrIV	723004	727551	-	4548	3187
YDR136C	chrIV	727711	728283	-	573	19
YDR137W	chrIV	728259	730250	+	1992	778
YDR138W	chrIV	730578	732836	+	2259	523
YDR139C	chrIV	733618	733702	-	85	397
YDR139C	chrIV	733776	733924	-	149	430
YDR140W	chrIV	734138	734803	+	666	353
YDR141C	chrIV	734901	739997	-	5097	1318
YDR142C	chrIV	740473	741600	-	1128	536
YDR143C	chrIV	742042	743874	-	1833	873
YDR144C	chrIV	744311	746101	-	1791	977
YDR145W	chrIV	746738	748357	+	1620	2015
YDR146C	chrIV	748613	750742	-	2130	741
YDR147W	chrIV	751631	753235	+	1605	561
YDR148C	chrIV	753675	755066	-	1392	1876
YDR149C	chrIV	755555	756262	-	708	14
YDR150W	chrIV	755628	763874	+	8247	2488
YDR151C	chrIV	764178	765155	-	978	968
YDR152W	chrIV	765706	766503	+	798	1379
YDR153C	chrIV	766736	767971	-	1236	1436
YDR154C	chrIV	768403	768753	-	351	18856
YDR155C	chrIV	768512	769000	-	489	26699
YDR156W	chrIV	769525	769938	+	414	496
YDR157W	chrIV	769931	770332	+	402	122
YDR158W	chrIV	770357	771454	+	1098	7308
YDR159W	chrIV	771877	775782	+	3906	937
YDR160W	chrIV	776163	778721	+	2559	875
YDR161W	chrIV	779043	780206	+	1164	716
YDR162C	chrIV	780390	781100	-	711	727
YDR163W	chrIV	781423	781950	+	528	549
YDR164C	chrIV	782041	784215	-	2175	815
YDR165W	chrIV	784871	786205	+	1335	491
YDR167W	chrIV	789449	790069	+	621	884
YDR168W	chrIV	790328	791848	+	1521	1560
YDR169C	chrIV	792348	793889	-	1542	1303
YDR169C-A	chrIV	794574	794723	-	150	6
YDR170C	chrIV	796193	802222	-	6030	3160
YDR170W-A	chrIV	803195	804517	+	1323	212
YDR171W	chrIV	806621	807748	+	1128	4504
YDR172W	chrIV	808324	810381	+	2058	3634
YDR173C	chrIV	810565	811632	-	1068	364
YDR174W	chrIV	812110	812850	+	741	3614
YDR175C	chrIV	813193	814152	-	960	761
YDR176W	chrIV	814452	816560	+	2109	1752
YDR177W	chrIV	816878	817525	+	648	1918
YDR178W	chrIV	817950	818495	+	546	1920
YDR179C	chrIV	818708	819196	-	489	61
YDR179W-A	chrIV	819433	820824	+	1392	125
YDR180W	chrIV	821295	825776	+	4482	354
YDR181C	chrIV	825910	827355	-	1446	770
YDR182W	chrIV	827582	829057	+	1476	1683
YDR182W-A	chrIV	829151	829354	+	204	46
YDR183W	chrIV	829585	830277	+	693	272
YDR183C-A	chrIV	830397	830654	-	258	18
YDR184C	chrIV	830629	831513	-	885	134
YDR185C	chrIV	831934	832473	-	540	297
YDR186C	chrIV	832859	835492	-	2634	1799
YDR187C	chrIV	836228	836746	-	519	731
YDR188W	chrIV	836421	838061	+	1641	5331
YDR189W	chrIV	838392	840392	+	2001	1491
YDR190C	chrIV	840604	841995	-	1392	2390
YDR191W	chrIV	842337	843449	+	1113	264
YDR192C	chrIV	843569	844861	-	1293	464
YDR193W	chrIV	844554	844952	+	399	76
YDR194C	chrIV	845952	847946	-	1995	1206
YDR194W-A	chrIV	848071	848223	+	153	0
YDR195W	chrIV	848599	850200	+	1602	516
YDR196C	chrIV	850274	850999	-	726	1076
YDR197W	chrIV	851228	852397	+	1170	349
YDR198C	chrIV	852533	853972	-	1440	301
YDR199W	chrIV	854175	854540	+	366	442
YDR200C	chrIV	854279	856093	-	1815	1208
YDR201W	chrIV	856317	856814	+	498	507
YDR202C	chrIV	856898	857953	-	1056	684
YDR203W	chrIV	857682	857999	+	318	153
YDR204W	chrIV	858137	859144	+	1008	1022
YDR205W	chrIV	859346	861520	+	2175	580
YDR206W	chrIV	862054	864708	+	2655	1327
YDR207C	chrIV	865012	867522	-	2511	1059
YDR208W	chrIV	868224	870563	+	2340	1386
YDR209C	chrIV	871036	871449	-	414	1038
YDR210W	chrIV	871074	871301	+	228	729
YDR210W-B	chrIV	872112	873404	+	1293	34
YDR210W-B	chrIV	873406	877425	+	4020	7
YDR210W-A	chrIV	872112	873428	+	1317	34
YDR210C-D	chrIV	878659	882621	-	3963	16
YDR210C-D	chrIV	882623	883927	-	1305	2
YDR210C-C	chrIV	882605	883927	-	1323	2
YDR211W	chrIV	884727	886865	+	2139	1807
YDR212W	chrIV	887232	888911	+	1680	2777
YDR213W	chrIV	889751	892492	+	2742	578
YDR214W	chrIV	892875	893927	+	1053	1398
YDR215C	chrIV	894089	894502	-	414	33
YDR216W	chrIV	895035	899006	+	3972	1769
YDR217C	chrIV	899551	903480	-	3930	897
YDR218C	chrIV	903781	905052	-	1272	18
YDR219C	chrIV	905455	906852	-	1398	667
YDR220C	chrIV	907000	907293	-	294	22
YDR221W	chrIV	907330	909438	+	2109	798
YDR222W	chrIV	910054	911301	+	1248	291
YDR223W	chrIV	912099	913502	+	1404	272
YDR224C	chrIV	914317	914712	-	396	10573
YDR225W	chrIV	915530	915928	+	399	8320
YDR226W	chrIV	916486	917154	+	669	7455
YDR227W	chrIV	917571	921647	+	4077	669
YDR228C	chrIV	921926	923806	-	1881	922
YDR229W	chrIV	924785	926146	+	1362	1269
YDR230W	chrIV	926223	926570	+	348	502
YDR231C	chrIV	926293	926910	-	618	843
YDR232W	chrIV	927452	929098	+	1647	1973
YDR233C	chrIV	929470	930357	-	888	5346
YDR234W	chrIV	931129	933210	+	2082	848
YDR235W	chrIV	933504	935138	+	1635	440
YDR236C	chrIV	935236	935892	-	657	777
YDR237W	chrIV	936615	937493	+	879	546
YDR238C	chrIV	937895	940816	-	2922	3875
YDR239C	chrIV	941057	943420	-	2364	448
YDR240C	chrIV	943674	945152	-	1479	233
YDR241W	chrIV	945151	945438	+	288	70
YDR242W	chrIV	946807	948456	+	1650	396
YDR243C	chrIV	948518	950284	-	1767	293
YDR244W	chrIV	950563	952401	+	1839	921
YDR245W	chrIV	952800	953981	+	1182	1935
YDR246W	chrIV	954288	954947	+	660	932
YDR246W-A	chrIV	955133	955333	+	201	106
YDR247W	chrIV	956013	957398	+	1386	603
YDR248C	chrIV	957758	958339	-	582	407
YDR249C	chrIV	958681	959802	-	1122	185
YDR250C	chrIV	960086	960361	-	276	15
YDR251W	chrIV	960614	963106	+	2493	3518
YDR252W	chrIV	963412	963861	+	450	120
YDR253C	chrIV	963990	964565	-	576	326
YDR254W	chrIV	965113	966489	+	1377	504
YDR255C	chrIV	966557	967822	-	1266	631
YDR256C	chrIV	968133	969680	-	1548	359
YDR257C	chrIV	969990	971474	-	1485	655
YDR258C	chrIV	971808	974243	-	2436	1411
YDR259C	chrIV	974631	975782	-	1152	501
YDR260C	chrIV	976717	977229	-	513	819
YDR261C	chrIV	977521	979209	-	1689	1299
YDR261W-B	chrIV	981462	982754	+	1293	29
YDR261W-B	chrIV	982756	986775	+	4020	30
YDR261W-A	chrIV	981462	982778	+	1317	29
YDR261C-D	chrIV	987534	991043	-	3510	23
YDR261C-D	chrIV	991045	992349	-	1305	0
YDR261C-C	chrIV	991027	992349	-	1323	0
YDR262W	chrIV	993134	993952	+	819	1225
YDR263C	chrIV	994242	995534	-	1293	191
YDR264C	chrIV	996029	998323	-	2295	2536
YDR265W	chrIV	998864	999877	+	1014	558
YDR266C	chrIV	1000104	1002023	-	1920	688
YDR267C	chrIV	1002510	1003502	-	993	916
YDR268W	chrIV	1004004	1005143	+	1140	259
YDR269C	chrIV	1005665	1005988	-	324	32
YDR270W	chrIV	1005675	1008689	+	3015	599
YDR271C	chrIV	1008395	1008766	-	372	144
YDR272W	chrIV	1009010	1009834	+	825	1295
YDR273W	chrIV	1010176	1011273	+	1098	304
YDR274C	chrIV	1011589	1011960	-	372	217
YDR275W	chrIV	1012252	1012959	+	708	567
YDR276C	chrIV	1013476	1013643	-	168	5739
YDR277C	chrIV	1014401	1015702	-	1302	905
YDR278C	chrIV	1017001	1017318	-	318	0
YDR279W	chrIV	1019368	1020420	+	1053	421
YDR280W	chrIV	1020747	1021664	+	918	964
YDR281C	chrIV	1022007	1022321	-	315	13
YDR282C	chrIV	1023511	1024755	-	1245	266
YDR283C	chrIV	1025070	1030049	-	4980	1069
YDR284C	chrIV	1030550	1031419	-	870	1538
YDR285W	chrIV	1032436	1035063	+	2628	340
YDR286C	chrIV	1035231	1035575	-	345	247
YDR287W	chrIV	1035995	1036873	+	879	877
YDR288W	chrIV	1037195	1038106	+	912	438
YDR289C	chrIV	1038280	1039509	-	1230	864
YDR290W	chrIV	1039370	1039699	+	330	51
YDR291W	chrIV	1039728	1042961	+	3234	680
YDR292C	chrIV	1043146	1045011	-	1866	2019
YDR294C	chrIV	1050459	1052228	-	1770	2293
YDR295C	chrIV	1052623	1054647	-	2025	598
YDR296W	chrIV	1055212	1055892	+	681	1170
YDR297W	chrIV	1056551	1057600	+	1050	2538
YDR298C	chrIV	1058176	1058814	-	639	1849
YDR299W	chrIV	1059627	1061231	+	1605	146
YDR300C	chrIV	1061505	1062791	-	1287	1098
YDR301W	chrIV	1063352	1067425	+	4074	935
YDR302W	chrIV	1067731	1068390	+	660	582
YDR303C	chrIV	1068729	1071386	-	2658	902
YDR304C	chrIV	1071880	1072557	-	678	3231
