# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap/WT_3_Aligned_counts.txt" "./databases/alignment/WT_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/WT_3_Aligned.sortedByCoord.out.bam
YBR191W	chrII	606669	607140	+	472	9117
YBR191W-A	chrII	607149	607223	+	75	521
YBR192W	chrII	607652	608785	+	1134	290
YBR193C	chrII	609082	609753	-	672	268
YBR194W	chrII	610038	610409	+	372	106
YBR195C	chrII	610614	611882	-	1269	186
YBR196C	chrII	612236	613900	-	1665	13157
YBR196C-A	chrII	614024	614173	-	150	9
YBR196C-B	chrII	614526	614630	-	105	23
YBR197C	chrII	615203	615856	-	654	187
YBR198C	chrII	616127	618523	-	2397	974
YBR199W	chrII	618909	620303	+	1395	1808
YBR200W	chrII	620872	622527	+	1656	366
YBR200W-A	chrII	622983	623147	+	165	4
YBR201W	chrII	623576	624211	+	636	217
YBR201C-A	chrII	624493	624696	-	204	131
YBR202W	chrII	625772	628309	+	2538	492
YBR203W	chrII	629168	631942	+	2775	624
YBR204C	chrII	632254	633381	-	1128	379
YBR205W	chrII	633622	634836	+	1215	1009
YBR206W	chrII	634601	634924	+	324	465
YBR207W	chrII	635146	636543	+	1398	875
YBR208C	chrII	636703	642210	-	5508	596
YBR209W	chrII	642583	642900	+	318	27
YBR210W	chrII	645550	645978	+	429	228
YBR211C	chrII	646158	647132	-	975	330
YBR212W	chrII	647886	649904	+	2019	1725
YBR213W	chrII	650368	651192	+	825	107
YBR214W	chrII	651415	652998	+	1584	2027
YBR215W	chrII	653356	653368	+	13	4
YBR215W	chrII	653453	655317	+	1865	378
YBR216C	chrII	655576	657600	-	2025	312
YBR217W	chrII	657832	658392	+	561	127
YBR218C	chrII	658707	662249	-	3543	2126
YBR219C	chrII	662499	662581	-	83	0
YBR219C	chrII	663003	663303	-	301	186
YBR220C	chrII	662995	664677	-	1683	505
YBR221C	chrII	665153	666253	-	1101	2682
YBR221W-A	chrII	666538	666642	+	105	16
YBR222C	chrII	666720	668351	-	1632	1181
YBR223C	chrII	668663	670297	-	1635	247
YBR223W-A	chrII	668721	668840	+	120	69
YBR224W	chrII	670125	670640	+	516	29
YBR225W	chrII	670627	673329	+	2703	334
YBR226C	chrII	673155	673565	-	411	83
YBR227C	chrII	673572	675134	-	1563	459
YBR228W	chrII	675313	676227	+	915	245
YBR229C	chrII	676357	679221	-	2865	653
YBR230C	chrII	679549	679942	-	394	1238
YBR230C	chrII	680040	680050	-	11	135
YBR230W-A	chrII	680362	680562	+	201	217
YBR231C	chrII	682179	683090	-	912	362
YBR232C	chrII	683373	683732	-	360	64
YBR233W	chrII	683428	684669	+	1242	255
YBR233W-A	chrII	684977	685261	+	285	104
YBR234C	chrII	685438	686592	-	1155	1780
YBR235W	chrII	686901	690263	+	3363	628
YBR236C	chrII	690383	691693	-	1311	423
YBR237W	chrII	691969	694518	+	2550	414
YBR238C	chrII	695107	697302	-	2196	316
YBR239C	chrII	698354	699943	-	1590	190
YBR240C	chrII	700490	701842	-	1353	56
YBR241C	chrII	702589	704055	-	1467	394
YBR242W	chrII	704670	705386	+	717	300
YBR243C	chrII	705447	706793	-	1347	599
YBR244W	chrII	707528	708016	+	489	438
YBR245C	chrII	708150	711539	-	3390	636
YBR246W	chrII	711591	712754	+	1164	517
YBR247C	chrII	713004	714455	-	1452	177
YBR248C	chrII	714807	716465	-	1659	808
YBR249C	chrII	716882	717994	-	1113	3601
YBR250W	chrII	719033	720604	+	1572	12
YBR251W	chrII	721390	722313	+	924	346
YBR252W	chrII	722611	723054	+	444	499
YBR253W	chrII	723270	723635	+	366	350
YBR254C	chrII	723736	724263	-	528	182
YBR255W	chrII	724456	726540	+	2085	401
YBR255C-A	chrII	726618	726917	-	300	219
YBR255C-A	chrII	727012	727074	-	63	64
YBR256C	chrII	727386	728102	-	717	1018
YBR257W	chrII	728885	729724	+	840	183
YBR258C	chrII	729734	730162	-	429	118
YBR259W	chrII	730387	732453	+	2067	142
YBR260C	chrII	732639	734639	-	2001	350
YBR261C	chrII	734832	735530	-	699	604
YBR262C	chrII	735720	736040	-	321	434
YBR263W	chrII	736264	737736	+	1473	1679
YBR264C	chrII	737770	738369	-	600	357
YBR265W	chrII	738582	739544	+	963	855
YBR267W	chrII	739841	741022	+	1182	203
YBR266C	chrII	739936	740388	-	453	60
YBR268W	chrII	741299	741616	+	318	469
YBR269C	chrII	742160	742576	-	417	443
YBR270C	chrII	742761	744398	-	1638	152
YBR271W	chrII	744852	746111	+	1260	172
YBR272C	chrII	746361	747803	-	1443	220
YBR273C	chrII	748061	749371	-	1311	574
YBR274W	chrII	749594	751177	+	1584	243
YBR275C	chrII	751356	757106	-	5751	312
YBR276C	chrII	757620	760043	-	2424	716
YBR277C	chrII	760215	760616	-	402	93
YBR278W	chrII	760294	760899	+	606	225
YBR279W	chrII	761257	762594	+	1338	748
YBR280C	chrII	762784	764697	-	1914	354
YBR281C	chrII	764970	767606	-	2637	352
YBR282W	chrII	768240	768680	+	441	291
YBR283C	chrII	768943	770415	-	1473	2564
YBR284W	chrII	771239	773632	+	2394	115
YBR285W	chrII	773922	774356	+	435	116
YBR286W	chrII	774700	776313	+	1614	6862
YBR287W	chrII	776571	777854	+	1284	1774
YBR288C	chrII	778012	779463	-	1452	370
YBR289W	chrII	779667	782384	+	2718	392
YBR290W	chrII	782591	783556	+	966	664
YBR291C	chrII	783673	784572	-	900	237
YBR292C	chrII	784702	785073	-	372	9
YBR293W	chrII	787006	788430	+	1425	306
YBR294W	chrII	789235	791814	+	2580	301
YBR295W	chrII	792849	796499	+	3651	408
YBR296C	chrII	796798	798522	-	1725	896
YBR296C-A	chrII	800123	800242	-	120	7
YBR297W	chrII	800523	801929	+	1407	518
YBR298C	chrII	802631	804475	-	1845	1435
YBR298C-A	chrII	805035	805256	-	222	3
YBR299W	chrII	805351	807105	+	1755	31
YBR300C	chrII	808600	809097	-	498	1
YBR301W	chrII	809057	809419	+	363	3
YBR302C	chrII	810340	811479	-	1140	0
YDR293C	chrIV	1045640	1049392	-	3753	3297
YDL183C	chrIV	130871	131833	-	963	100
YDL112W	chrIV	258915	263225	+	4311	571
YDL033C	chrIV	392659	393912	-	1254	176
YDR036C	chrIV	523211	524713	-	1503	435
YDR100W	chrIV	655013	655444	+	432	437
YDR166C	chrIV	786306	789221	-	2916	378
YDR351W	chrIV	1178666	1181260	+	2595	607
YDR420W	chrIV	1306267	1311675	+	5409	539
YDR496C	chrIV	1441433	1443403	-	1971	551
YDL248W	chrIV	1802	2953	+	1152	60
YDL247W-A	chrIV	3762	3836	+	75	1
YDL247W	chrIV	5985	7814	+	1830	4
YDL246C	chrIV	8683	9756	-	1074	2
YDL245C	chrIV	11657	13360	-	1704	5
YDL244W	chrIV	16204	17226	+	1023	12
YDL243C	chrIV	17577	18566	-	990	190
YDL242W	chrIV	18959	19312	+	354	18
YDL241W	chrIV	20635	21006	+	372	251
YDL240C-A	chrIV	22471	22608	-	138	1
YDL240W	chrIV	22823	25876	+	3054	326
YDL239C	chrIV	26403	28775	-	2373	169
YDL238C	chrIV	28985	30454	-	1470	279
YDL237W	chrIV	30657	31829	+	1173	622
YDL236W	chrIV	32296	33234	+	939	1096
YDL235C	chrIV	33415	33918	-	504	435
YDL234C	chrIV	34237	36477	-	2241	1007
YDL233W	chrIV	36797	38173	+	1377	300
YDL232W	chrIV	38487	38597	+	111	191
YDL231C	chrIV	38867	42244	-	3378	580
YDL230W	chrIV	42700	43707	+	1008	425
YDL229W	chrIV	44065	45906	+	1842	11040
YDL228C	chrIV	45277	45918	-	642	8007
YDL227C	chrIV	46271	48031	-	1761	123
YDL226C	chrIV	51115	52173	-	1059	876
YDL225W	chrIV	52445	54100	+	1656	617
YDL224C	chrIV	54397	56346	-	1950	667
YDL223C	chrIV	57265	60405	-	3141	322
YDL222C	chrIV	60872	61801	-	930	42
YDL221W	chrIV	62011	62562	+	552	72
YDL220C	chrIV	62244	65018	-	2775	178
YDL219W	chrIV	65242	65306	+	65	26
YDL219W	chrIV	65378	65765	+	388	153
YDL218W	chrIV	66493	67446	+	954	49
YDL217C	chrIV	67983	68606	-	624	345
YDL216C	chrIV	68997	70319	-	1323	210
YDL215C	chrIV	70640	73918	-	3279	1136
YDL214C	chrIV	74446	76545	-	2100	59
YDL213C	chrIV	77289	77966	-	678	837
YDL212W	chrIV	78426	79058	+	633	1373
YDL211C	chrIV	79294	80412	-	1119	125
YDL210W	chrIV	84270	85985	+	1716	61
YDL209C	chrIV	86207	87226	-	1020	154
YDL208W	chrIV	87512	87982	+	471	1582
YDL207W	chrIV	88248	89864	+	1617	613
YDL206W	chrIV	90176	92464	+	2289	330
YDL205C	chrIV	92762	93745	-	984	560
YDL204W	chrIV	94605	95786	+	1182	472
YDL203C	chrIV	96082	97953	-	1872	289
YDL202W	chrIV	98475	99224	+	750	318
YDL201W	chrIV	99561	100421	+	861	423
YDL200C	chrIV	100501	101067	-	567	146
YDL199C	chrIV	101290	103353	-	2064	181
YDL198C	chrIV	103649	104551	-	903	885
YDL197C	chrIV	104917	106494	-	1578	389
YDL196W	chrIV	106741	107070	+	330	7
YDL195W	chrIV	107208	111029	+	3822	2039
YDL194W	chrIV	111580	114234	+	2655	420
YDL193W	chrIV	114672	115799	+	1128	482
YDL192W	chrIV	116321	116866	+	546	4368
YDL191W	chrIV	117664	117666	+	3	273
YDL191W	chrIV	118158	118517	+	360	2341
YDL190C	chrIV	118707	121592	-	2886	886
YDL189W	chrIV	122216	123589	+	1374	794
YDL188C	chrIV	123865	124998	-	1134	588
YDL187C	chrIV	125509	125838	-	330	28
YDL186W	chrIV	125616	126449	+	834	141
YDL185C-A	chrIV	126608	126835	-	228	42
YDL185W	chrIV	126787	130002	+	3216	5268
YDL184C	chrIV	130407	130484	-	78	3950
YDL182W	chrIV	133437	134723	+	1287	1489
YDL181W	chrIV	135179	135436	+	258	265
YDL180W	chrIV	135896	137539	+	1644	419
YDL179W	chrIV	138291	139205	+	915	209
YDL178W	chrIV	139522	141114	+	1593	565
YDL177C	chrIV	141209	141721	-	513	146
YDL176W	chrIV	142097	144223	+	2127	212
YDL175C	chrIV	144484	145518	-	1035	263
YDL174C	chrIV	145826	147589	-	1764	1291
YDL173W	chrIV	148191	149078	+	888	1042
YDL172C	chrIV	148607	149086	-	480	613
YDL171C	chrIV	149203	155640	-	6438	1879
YDL170W	chrIV	156318	157904	+	1587	339
YDL169C	chrIV	158064	158735	-	672	182
YDL168W	chrIV	159604	160764	+	1161	614
YDL167C	chrIV	160995	163154	-	2160	222
YDL166C	chrIV	163449	164042	-	594	411
YDL165W	chrIV	164290	164865	+	576	271
YDL164C	chrIV	164987	167254	-	2268	323
YDL163W	chrIV	166956	167258	+	303	21
YDL162C	chrIV	167359	167715	-	357	9
YDL161W	chrIV	167714	169078	+	1365	958
YDL160C-A	chrIV	169366	169608	-	243	163
YDL160C	chrIV	170410	171930	-	1521	591
YDL159W-A	chrIV	172182	172313	+	132	0
YDL159W	chrIV	172481	174028	+	1548	273
YDL159C-B	chrIV	173056	173232	-	177	28
YDL158C	chrIV	173866	174174	-	309	109
YDL157C	chrIV	174232	174588	-	357	410
YDL156W	chrIV	174918	176486	+	1569	94
YDL155W	chrIV	176773	178056	+	1284	495
YDL154W	chrIV	178334	181039	+	2706	128
YDL153C	chrIV	181186	183018	-	1833	910
YDL152W	chrIV	182822	183187	+	366	57
YDL151C	chrIV	183318	183899	-	582	223
YDL150W	chrIV	183343	184611	+	1269	529
YDL149W	chrIV	184925	187918	+	2994	286
YDL148C	chrIV	188154	190586	-	2433	514
YDL147W	chrIV	190924	192261	+	1338	1811
YDL146W	chrIV	192750	194225	+	1476	472
YDL145C	chrIV	194571	198176	-	3606	2738
YDL144C	chrIV	198662	199732	-	1071	538
YDL143W	chrIV	199996	201582	+	1587	2341
YDL142C	chrIV	201719	202570	-	852	251
YDL141W	chrIV	203039	205111	+	2073	387
YDL140C	chrIV	205360	210561	-	5202	2917
YDL139C	chrIV	211375	212046	-	672	152
YDL138W	chrIV	213351	215642	+	2292	350
YDL137W	chrIV	216529	217074	+	546	2352
YDL136W	chrIV	217600	217602	+	3	337
YDL136W	chrIV	218008	218367	+	360	1578
YDL135C	chrIV	218680	219288	-	609	506
YDL134C	chrIV	219662	220771	-	1110	1238
YDL133C-A	chrIV	221724	221801	-	78	3346
YDL133W	chrIV	222427	223740	+	1314	454
YDL132W	chrIV	224304	226751	+	2448	1237
YDL131W	chrIV	227393	228715	+	1323	795
YDL130W-A	chrIV	229171	229431	+	261	417
YDL130W	chrIV	229906	230019	+	114	4207
YDL130W	chrIV	230321	230527	+	207	6113
YDL129W	chrIV	231024	231899	+	876	70
YDL128W	chrIV	232652	233887	+	1236	1066
YDL127W	chrIV	234927	235853	+	927	144
YDL126C	chrIV	236157	238664	-	2508	7286
YDL125C	chrIV	239019	239398	-	380	1703
YDL125C	chrIV	239510	239606	-	97	382
YDL124W	chrIV	240259	241197	+	939	2795
YDL123W	chrIV	241418	241840	+	423	318
YDL122W	chrIV	242552	244981	+	2430	1018
YDL121C	chrIV	245133	245582	-	450	315
YDL120W	chrIV	245923	246447	+	525	438
YDL119C	chrIV	246689	247612	-	924	272
YDL118W	chrIV	247302	247682	+	381	104
YDL117W	chrIV	248581	251238	+	2658	435
YDL116W	chrIV	251566	253746	+	2181	459
YDL115C	chrIV	253995	254974	-	980	413
YDL115C	chrIV	255045	255126	-	82	35
YDL114W-A	chrIV	254935	255048	+	114	27
YDL114W	chrIV	255604	256530	+	927	4
YDL113C	chrIV	256633	258555	-	1923	504
YDL111C	chrIV	263313	264110	-	798	420
YDL110C	chrIV	264512	264964	-	453	1715
YDL109C	chrIV	265258	267201	-	1944	112
YDL108W	chrIV	267698	267725	+	28	15
YDL108W	chrIV	267807	268699	+	893	281
YDL107W	chrIV	268921	269976	+	1056	225
YDL106C	chrIV	270222	271901	-	1680	516
YDL105W	chrIV	272389	273597	+	1209	78
YDL104C	chrIV	273653	274876	-	1224	128
YDL103C	chrIV	275148	276581	-	1434	470
YDL102W	chrIV	276872	280165	+	3294	276
YDL101C	chrIV	280307	281848	-	1542	205
YDL100C	chrIV	282112	283176	-	1065	1994
YDL099W	chrIV	283419	284444	+	1026	909
YDL098C	chrIV	284581	285165	-	585	108
YDL097C	chrIV	285391	286695	-	1305	2721
YDL096C	chrIV	286998	287324	-	327	78
YDL095W	chrIV	287059	289512	+	2454	1619
YDL094C	chrIV	289572	290081	-	510	35
YDL093W	chrIV	289909	292140	+	2232	311
YDL092W	chrIV	292781	293221	+	441	588
YDL091C	chrIV	293392	294759	-	1368	312
YDL090C	chrIV	295034	296329	-	1296	268
YDL089W	chrIV	296820	298274	+	1455	302
YDL088C	chrIV	298417	300003	-	1587	585
YDL087C	chrIV	300214	300999	-	786	207
YDL086W	chrIV	301413	302234	+	822	1113
YDL086C-A	chrIV	301655	302089	-	435	703
YDL085C-A	chrIV	302464	302670	-	207	245
YDL085W	chrIV	303211	304848	+	1638	63
YDL084W	chrIV	305237	306577	+	1341	3254
YDL083C	chrIV	306926	307333	-	408	6964
YDL083C	chrIV	307766	307789	-	24	565
YDL082W	chrIV	308424	308427	+	4	276
YDL082W	chrIV	308793	309388	+	596	5017
YDL081C	chrIV	309802	310122	-	321	8022
YDL080C	chrIV	310642	312471	-	1830	409
YDL079C	chrIV	312951	314044	-	1094	621
YDL079C	chrIV	314337	314748	-	412	379
YDL078C	chrIV	315357	316388	-	1032	1759
YDL077C	chrIV	316971	320120	-	3150	320
YDL076C	chrIV	320668	321552	-	885	502
YDL075W	chrIV	322226	322282	+	57	2106
YDL075W	chrIV	322704	322988	+	285	6705
YDL074C	chrIV	324047	326149	-	2103	764
YDL073W	chrIV	326613	329567	+	2955	451
YDL072C	chrIV	329836	330447	-	612	2145
YDL071C	chrIV	330666	331040	-	375	48
YDL070W	chrIV	331024	332940	+	1917	1710
YDL069C	chrIV	333121	333810	-	690	160
YDL068W	chrIV	333500	333829	+	330	61
YDL067C	chrIV	334217	334396	-	180	439
YDL066W	chrIV	334835	336121	+	1287	1087
YDL065C	chrIV	336249	337277	-	1029	501
YDL064W	chrIV	337487	337524	+	38	46
YDL064W	chrIV	337635	338070	+	436	454
YDL063C	chrIV	338272	340134	-	1863	123
YDL062W	chrIV	339857	340282	+	426	10
YDL061C	chrIV	340628	340798	-	171	3737
YDL060W	chrIV	341619	343985	+	2367	518
YDL059C	chrIV	344237	344953	-	717	132
YDL058W	chrIV	345665	351037	+	5373	606
YDL057W	chrIV	351434	352420	+	987	142
YDL056W	chrIV	352877	355378	+	2502	336
YDL055C	chrIV	355674	356759	-	1086	10720
YDL054C	chrIV	359825	361285	-	1461	336
YDL053C	chrIV	361699	362256	-	558	519
YDL052C	chrIV	362672	363583	-	912	1302
YDL051W	chrIV	363952	364779	+	828	1040
YDL050C	chrIV	364446	364817	-	372	526
YDL049C	chrIV	365068	365874	-	807	246
YDL048C	chrIV	366739	368211	-	1473	1175
YDL047W	chrIV	369771	370706	+	936	759
YDL046W	chrIV	371240	371761	+	522	2071
YDL045W-A	chrIV	372248	372535	+	288	356
YDL045C	chrIV	372688	373608	-	921	409
YDL044C	chrIV	373967	375289	-	1323	139
YDL043C	chrIV	375680	376480	-	801	199
YDL042C	chrIV	376757	378445	-	1689	264
YDL041W	chrIV	378102	378455	+	354	40
YDL040C	chrIV	378874	381438	-	2565	1067
YDL039C	chrIV	381985	384081	-	2097	1645
YDL037C	chrIV	384601	385587	-	987	119
YDL036C	chrIV	387513	388901	-	1389	183
YDL035C	chrIV	389172	392057	-	2886	577
YDL034W	chrIV	391783	392127	+	345	32
YDL032W	chrIV	393690	394001	+	312	27
YDL031W	chrIV	394217	397204	+	2988	539
YDL030W	chrIV	397537	399129	+	1593	239
YDL029W	chrIV	399340	399361	+	22	60
YDL029W	chrIV	399485	400638	+	1154	2361
YDL028C	chrIV	400997	403291	-	2295	288
YDL027C	chrIV	403695	404957	-	1263	596
YDL026W	chrIV	404749	405060	+	312	119
YDL025C	chrIV	405344	407206	-	1863	742
YDL025W-A	chrIV	405410	405514	+	105	164
YDL024C	chrIV	408451	409857	-	1407	30
YDL022C-A	chrIV	409808	410056	-	249	1
YDL023C	chrIV	411761	412081	-	321	562
YDL022W	chrIV	411825	413000	+	1176	4287
YDL021W	chrIV	413953	414888	+	936	152
YDL020C	chrIV	415113	416708	-	1596	926
YDL019C	chrIV	417663	421514	-	3852	1207
YDL018C	chrIV	422833	423510	-	678	242
YDL017W	chrIV	424209	425732	+	1524	227
YDL016C	chrIV	425570	425872	-	303	179
YDL015C	chrIV	426002	426934	-	933	1377
YDL014W	chrIV	427364	428347	+	984	4429
YDL013W	chrIV	429067	430926	+	1860	457
YDL012C	chrIV	431108	431386	-	279	379
YDL012C	chrIV	431473	431517	-	45	79
YDL011C	chrIV	432308	432631	-	324	134
YDL010W	chrIV	432330	433025	+	696	423
YDL009C	chrIV	432925	433248	-	324	212
YDL008W	chrIV	433497	433994	+	498	262
YDL007C-A	chrIV	436567	436824	-	258	0
YDL007W	chrIV	438047	439360	+	1314	2721
YDL006W	chrIV	439909	440754	+	846	324
YDL005C	chrIV	441014	442309	-	1296	659
YDL004W	chrIV	443029	443511	+	483	917
YDL003W	chrIV	444683	446383	+	1701	226
YDL002C	chrIV	446967	447578	-	612	306
YDL001W	chrIV	447984	449276	+	1293	164
YDR001C	chrIV	450220	452475	-	2256	2041
YDR002W	chrIV	453045	453650	+	606	3242
YDR003W	chrIV	454122	454754	+	633	537
YDR003W-A	chrIV	454782	454904	+	123	143
YDR004W	chrIV	455201	456583	+	1383	304
YDR005C	chrIV	456836	458017	-	1182	630
YDR005C	chrIV	458098	458103	-	6	11
YDR006C	chrIV	458542	461247	-	2706	619
YDR007W	chrIV	461842	462516	+	675	496
YDR008C	chrIV	462252	462602	-	351	246
YDR009W	chrIV	463434	464996	+	1563	95
YDR010C	chrIV	465051	465383	-	333	20
YDR011W	chrIV	465919	470424	+	4506	1794
YDR012W	chrIV	471853	472941	+	1089	3011
YDR013W	chrIV	473157	473783	+	627	202
YDR014W	chrIV	474046	475989	+	1944	103
YDR014W-A	chrIV	477797	478285	+	489	10
YDR015C	chrIV	477960	478199	-	240	8
YDR016C	chrIV	478474	478758	-	285	282
YDR017C	chrIV	479115	482267	-	3153	812
YDR018C	chrIV	482670	483860	-	1191	67
YDR019C	chrIV	484163	485365	-	1203	489
YDR020C	chrIV	485746	486444	-	699	123
YDR021W	chrIV	486804	488003	+	1200	85
YDR022C	chrIV	488072	488662	-	591	103
YDR023W	chrIV	489508	490896	+	1389	3329
YDR024W	chrIV	491017	491502	+	486	61
YDR025W	chrIV	491515	491559	+	45	839
YDR025W	chrIV	491899	492324	+	426	7368
YDR026C	chrIV	492556	494268	-	1713	449
YDR027C	chrIV	494649	497318	-	2670	582
YDR028C	chrIV	497835	500879	-	3045	1720
YDR029W	chrIV	501100	501414	+	315	35
YDR030C	chrIV	501753	503273	-	1521	79
YDR031W	chrIV	503498	503863	+	366	120
YDR032C	chrIV	504099	504695	-	597	2223
YDR033W	chrIV	508147	509109	+	963	5155
YDR034C	chrIV	509737	512109	-	2373	392
YDR034C-D	chrIV	514043	518062	-	4020	21
YDR034C-D	chrIV	518064	519356	-	1293	5
YDR034C-C	chrIV	518040	519356	-	1317	5
YDR034C-A	chrIV	520516	520692	-	177	7
YDR034W-B	chrIV	521314	521469	+	156	45
YDR035W	chrIV	521816	522928	+	1113	2220
YDR037W	chrIV	525440	527215	+	1776	5377
YDR038C	chrIV	527422	530697	-	3276	113
YDR039C	chrIV	531307	534582	-	3276	0
YDR040C	chrIV	535192	538467	-	3276	106
YDR041W	chrIV	539803	540414	+	612	607
YDR042C	chrIV	540601	541203	-	603	17
YDR043C	chrIV	542674	543369	-	696	161
YDR044W	chrIV	546642	547628	+	987	1764
YDR045C	chrIV	547978	548310	-	333	271
YDR046C	chrIV	548762	550576	-	1815	1751
YDR047W	chrIV	551860	552948	+	1089	999
YDR048C	chrIV	553084	553398	-	315	12
YDR049W	chrIV	553254	555152	+	1899	288
YDR050C	chrIV	555726	556472	-	747	37306
YDR051C	chrIV	557056	558060	-	1005	394
YDR052C	chrIV	558511	560625	-	2115	552
YDR053W	chrIV	560249	560644	+	396	87
YDR054C	chrIV	561440	562327	-	888	1348
YDR055W	chrIV	563527	564861	+	1335	2305
YDR056C	chrIV	565023	565640	-	618	913
YDR057W	chrIV	565927	567555	+	1629	426
YDR058C	chrIV	567723	568703	-	981	131
YDR059C	chrIV	569234	569633	-	400	218
YDR059C	chrIV	569724	569770	-	47	37
YDR060W	chrIV	570649	573726	+	3078	857
YDR061W	chrIV	574164	575783	+	1620	464
YDR062W	chrIV	576474	578159	+	1686	1405
YDR063W	chrIV	578663	579112	+	450	496
YDR064W	chrIV	579458	579478	+	21	1294
YDR064W	chrIV	580018	580452	+	435	10447
YDR065W	chrIV	580687	581784	+	1098	104
YDR066C	chrIV	581908	582498	-	591	95
YDR067C	chrIV	582791	583465	-	675	304
YDR068W	chrIV	583713	584645	+	933	600
YDR069C	chrIV	584939	587719	-	2781	263
YDR070C	chrIV	588098	588379	-	282	114
YDR071C	chrIV	588827	589402	-	576	1285
YDR072C	chrIV	589761	591344	-	1584	1791
YDR073W	chrIV	592439	592948	+	510	865
YDR074W	chrIV	593893	596583	+	2691	5906
YDR075W	chrIV	597156	598082	+	927	137
YDR076W	chrIV	598468	599688	+	1221	102
YDR077W	chrIV	600793	601809	+	1017	30152
YDR078C	chrIV	602198	602869	-	672	97
YDR079W	chrIV	603064	603399	+	336	144
YDR079C-A	chrIV	603593	603811	-	219	114
YDR080W	chrIV	604008	606986	+	2979	208
YDR081C	chrIV	607304	610081	-	2778	421
YDR082W	chrIV	610441	611925	+	1485	133
YDR083W	chrIV	612073	613251	+	1179	285
YDR084C	chrIV	613405	614004	-	600	434
YDR085C	chrIV	614288	616150	-	1863	882
YDR086C	chrIV	616928	617170	-	243	1285
YDR087C	chrIV	617470	618306	-	837	464
YDR088C	chrIV	618497	619645	-	1149	353
YDR089W	chrIV	622112	624721	+	2610	424
YDR090C	chrIV	625066	625998	-	933	348
YDR091C	chrIV	626708	628534	-	1827	718
YDR092W	chrIV	629876	629905	+	30	54
YDR092W	chrIV	630174	630605	+	432	649
YDR093W	chrIV	631282	636120	+	4839	1613
YDR094W	chrIV	635840	636175	+	336	374
YDR095C	chrIV	636117	636527	-	411	37
YDR096W	chrIV	637139	639823	+	2685	1346
YDR097C	chrIV	640109	643837	-	3729	241
YDR098C	chrIV	644178	645035	-	858	750
YDR098C-B	chrIV	645858	649820	-	3963	14
YDR098C-B	chrIV	649822	651126	-	1305	0
YDR098C-A	chrIV	649804	651126	-	1323	0
YDR099W	chrIV	653607	654428	+	822	2450
YDR101C	chrIV	655686	657467	-	1782	313
YDR102C	chrIV	657648	657980	-	333	9
YDR103W	chrIV	658350	661103	+	2754	401
YDR104C	chrIV	661173	664910	-	3738	154
YDR105C	chrIV	665349	666770	-	1422	493
YDR106W	chrIV	667004	667858	+	855	35
YDR107C	chrIV	669016	671034	-	2019	302
YDR108W	chrIV	671269	673365	+	2097	257
YDR109C	chrIV	673520	675667	-	2148	226
YDR110W	chrIV	676102	677802	+	1701	185
YDR111C	chrIV	678241	679764	-	1524	416
YDR112W	chrIV	679544	679852	+	309	53
YDR113C	chrIV	680496	681617	-	1122	296
YDR114C	chrIV	681924	682226	-	303	128
YDR115W	chrIV	682175	682492	+	318	411
YDR116C	chrIV	682724	683581	-	858	508
YDR117C	chrIV	683946	685643	-	1698	437
YDR118W	chrIV	685882	687840	+	1959	194
YDR118W-A	chrIV	687768	687884	+	117	36
YDR119W	chrIV	688227	690533	+	2307	561
YDR119W-A	chrIV	691014	691214	+	201	211
YDR120C	chrIV	691549	693261	-	1713	414
YDR121W	chrIV	693585	694175	+	591	284
YDR122W	chrIV	694700	697894	+	3195	1372
YDR123C	chrIV	698554	699468	-	915	109
YDR124W	chrIV	700315	701289	+	975	131
YDR125C	chrIV	701397	702758	-	1362	103
YDR126W	chrIV	703234	704244	+	1011	137
YDR127W	chrIV	704484	709250	+	4767	1682
YDR128W	chrIV	709549	712995	+	3447	538
YDR129C	chrIV	713340	715247	-	1908	3042
YDR129C	chrIV	715359	715379	-	21	28
YDR130C	chrIV	715747	716622	-	876	177
YDR131C	chrIV	716790	718460	-	1671	156
YDR132C	chrIV	718816	720303	-	1488	185
YDR133C	chrIV	720962	721297	-	336	6350
YDR135C	chrIV	723004	727551	-	4548	1486
YDR136C	chrIV	727711	728283	-	573	10
YDR137W	chrIV	728259	730250	+	1992	392
YDR138W	chrIV	730578	732836	+	2259	266
YDR139C	chrIV	733618	733702	-	85	175
YDR139C	chrIV	733776	733924	-	149	214
YDR140W	chrIV	734138	734803	+	666	240
YDR141C	chrIV	734901	739997	-	5097	647
YDR142C	chrIV	740473	741600	-	1128	275
YDR143C	chrIV	742042	743874	-	1833	611
YDR144C	chrIV	744311	746101	-	1791	511
YDR145W	chrIV	746738	748357	+	1620	799
YDR146C	chrIV	748613	750742	-	2130	439
YDR147W	chrIV	751631	753235	+	1605	222
YDR148C	chrIV	753675	755066	-	1392	1135
YDR149C	chrIV	755555	756262	-	708	12
YDR150W	chrIV	755628	763874	+	8247	987
YDR151C	chrIV	764178	765155	-	978	518
YDR152W	chrIV	765706	766503	+	798	939
YDR153C	chrIV	766736	767971	-	1236	648
YDR154C	chrIV	768403	768753	-	351	12973
YDR155C	chrIV	768512	769000	-	489	19001
