# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap/WT_4_Aligned_counts.txt" "./databases/alignment/WT_4_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/WT_4_Aligned.sortedByCoord.out.bam
YDL028C	chrIV	400997	403291	-	2295	391
YDL027C	chrIV	403695	404957	-	1263	790
YDL026W	chrIV	404749	405060	+	312	170
YDL025C	chrIV	405344	407206	-	1863	1351
YDL025W-A	chrIV	405410	405514	+	105	258
YDL024C	chrIV	408451	409857	-	1407	64
YDL022C-A	chrIV	409808	410056	-	249	2
YDL023C	chrIV	411761	412081	-	321	940
YDL022W	chrIV	411825	413000	+	1176	7714
YDL021W	chrIV	413953	414888	+	936	202
YDL020C	chrIV	415113	416708	-	1596	1239
YDL019C	chrIV	417663	421514	-	3852	2094
YDL018C	chrIV	422833	423510	-	678	344
YDL017W	chrIV	424209	425732	+	1524	302
YDL016C	chrIV	425570	425872	-	303	278
YDL015C	chrIV	426002	426934	-	933	2056
YDL014W	chrIV	427364	428347	+	984	6514
YDL013W	chrIV	429067	430926	+	1860	673
YDL012C	chrIV	431108	431386	-	279	715
YDL012C	chrIV	431473	431517	-	45	143
YDL011C	chrIV	432308	432631	-	324	207
YDL010W	chrIV	432330	433025	+	696	596
YDL009C	chrIV	432925	433248	-	324	289
YDL008W	chrIV	433497	433994	+	498	434
YDL007C-A	chrIV	436567	436824	-	258	0
YDL007W	chrIV	438047	439360	+	1314	3871
YDL006W	chrIV	439909	440754	+	846	424
YDL005C	chrIV	441014	442309	-	1296	926
YDL004W	chrIV	443029	443511	+	483	1265
YDL003W	chrIV	444683	446383	+	1701	329
YDL002C	chrIV	446967	447578	-	612	390
YDL001W	chrIV	447984	449276	+	1293	247
YDR001C	chrIV	450220	452475	-	2256	3097
YDR002W	chrIV	453045	453650	+	606	4703
YDR003W	chrIV	454122	454754	+	633	778
YDR003W-A	chrIV	454782	454904	+	123	232
YDR004W	chrIV	455201	456583	+	1383	394
YDR005C	chrIV	456836	458017	-	1182	744
YDR005C	chrIV	458098	458103	-	6	15
YDR006C	chrIV	458542	461247	-	2706	1029
YDR007W	chrIV	461842	462516	+	675	808
YDR008C	chrIV	462252	462602	-	351	424
YDR009W	chrIV	463434	464996	+	1563	121
YDR010C	chrIV	465051	465383	-	333	19
YDR011W	chrIV	465919	470424	+	4506	2614
YDR012W	chrIV	471853	472941	+	1089	5112
YDR013W	chrIV	473157	473783	+	627	255
YDR014W	chrIV	474046	475989	+	1944	176
YDR014W-A	chrIV	477797	478285	+	489	14
YDR015C	chrIV	477960	478199	-	240	7
YDR016C	chrIV	478474	478758	-	285	385
YDR017C	chrIV	479115	482267	-	3153	1115
YDR018C	chrIV	482670	483860	-	1191	94
YDR019C	chrIV	484163	485365	-	1203	1554
YDR020C	chrIV	485746	486444	-	699	183
YDR021W	chrIV	486804	488003	+	1200	98
YDR022C	chrIV	488072	488662	-	591	215
YDR023W	chrIV	489508	490896	+	1389	4661
YDR024W	chrIV	491017	491502	+	486	91
YDR025W	chrIV	491515	491559	+	45	1184
YDR025W	chrIV	491899	492324	+	426	13592
YDR026C	chrIV	492556	494268	-	1713	603
YDR027C	chrIV	494649	497318	-	2670	800
YDR028C	chrIV	497835	500879	-	3045	2881
YDR029W	chrIV	501100	501414	+	315	47
YDR030C	chrIV	501753	503273	-	1521	139
YDR031W	chrIV	503498	503863	+	366	200
YDR032C	chrIV	504099	504695	-	597	3498
YDR033W	chrIV	508147	509109	+	963	8627
YDR034C	chrIV	509737	512109	-	2373	570
YDR034C-D	chrIV	514043	518062	-	4020	32
YDR034C-D	chrIV	518064	519356	-	1293	6
YDR034C-C	chrIV	518040	519356	-	1317	6
YDR034C-A	chrIV	520516	520692	-	177	13
YDR034W-B	chrIV	521314	521469	+	156	90
YDR035W	chrIV	521816	522928	+	1113	3852
YDR037W	chrIV	525440	527215	+	1776	9060
YDR038C	chrIV	527422	530697	-	3276	204
YDR039C	chrIV	531307	534582	-	3276	0
YDR040C	chrIV	535192	538467	-	3276	190
YDR041W	chrIV	539803	540414	+	612	833
YDR042C	chrIV	540601	541203	-	603	22
YDR043C	chrIV	542674	543369	-	696	296
YDR044W	chrIV	546642	547628	+	987	2933
YDR045C	chrIV	547978	548310	-	333	322
YDR046C	chrIV	548762	550576	-	1815	2998
YDR047W	chrIV	551860	552948	+	1089	1528
YDR048C	chrIV	553084	553398	-	315	15
YDR049W	chrIV	553254	555152	+	1899	418
YDR050C	chrIV	555726	556472	-	747	67835
YDR051C	chrIV	557056	558060	-	1005	578
YDR052C	chrIV	558511	560625	-	2115	834
YDR053W	chrIV	560249	560644	+	396	105
YDR054C	chrIV	561440	562327	-	888	1812
YDR055W	chrIV	563527	564861	+	1335	3991
YDR056C	chrIV	565023	565640	-	618	1334
YDR057W	chrIV	565927	567555	+	1629	575
YDR058C	chrIV	567723	568703	-	981	181
YDR059C	chrIV	569234	569633	-	400	380
YDR059C	chrIV	569724	569770	-	47	85
YDR060W	chrIV	570649	573726	+	3078	1039
YDR061W	chrIV	574164	575783	+	1620	657
YDR062W	chrIV	576474	578159	+	1686	2293
YDR063W	chrIV	578663	579112	+	450	763
YDR064W	chrIV	579458	579478	+	21	1992
YDR064W	chrIV	580018	580452	+	435	17410
YDR065W	chrIV	580687	581784	+	1098	155
YDR066C	chrIV	581908	582498	-	591	146
YDR067C	chrIV	582791	583465	-	675	582
YDR068W	chrIV	583713	584645	+	933	984
YDR069C	chrIV	584939	587719	-	2781	360
YDR070C	chrIV	588098	588379	-	282	171
YDR071C	chrIV	588827	589402	-	576	1794
YDR072C	chrIV	589761	591344	-	1584	2434
YDR073W	chrIV	592439	592948	+	510	1202
YDR074W	chrIV	593893	596583	+	2691	9647
YDR075W	chrIV	597156	598082	+	927	171
YDR076W	chrIV	598468	599688	+	1221	150
YDR077W	chrIV	600793	601809	+	1017	51251
YDR078C	chrIV	602198	602869	-	672	124
YDR079W	chrIV	603064	603399	+	336	218
YDR079C-A	chrIV	603593	603811	-	219	161
YDR080W	chrIV	604008	606986	+	2979	326
YDR081C	chrIV	607304	610081	-	2778	586
YDR082W	chrIV	610441	611925	+	1485	231
YDR083W	chrIV	612073	613251	+	1179	367
YDR084C	chrIV	613405	614004	-	600	769
YDR085C	chrIV	614288	616150	-	1863	1205
YDR086C	chrIV	616928	617170	-	243	1887
YDR087C	chrIV	617470	618306	-	837	618
YDR088C	chrIV	618497	619645	-	1149	451
YDR089W	chrIV	622112	624721	+	2610	922
YDR090C	chrIV	625066	625998	-	933	530
YDR091C	chrIV	626708	628534	-	1827	989
YDR092W	chrIV	629876	629905	+	30	87
YDR092W	chrIV	630174	630605	+	432	947
YDR093W	chrIV	631282	636120	+	4839	2452
YDR094W	chrIV	635840	636175	+	336	551
YDR095C	chrIV	636117	636527	-	411	50
YDR096W	chrIV	637139	639823	+	2685	1951
YDR097C	chrIV	640109	643837	-	3729	406
YDR098C	chrIV	644178	645035	-	858	1057
YDR098C-B	chrIV	645858	649820	-	3963	12
YDR098C-B	chrIV	649822	651126	-	1305	0
YDR098C-A	chrIV	649804	651126	-	1323	0
YDR099W	chrIV	653607	654428	+	822	3685
YDR101C	chrIV	655686	657467	-	1782	445
YDR102C	chrIV	657648	657980	-	333	14
YDR103W	chrIV	658350	661103	+	2754	591
YDR104C	chrIV	661173	664910	-	3738	273
YDR105C	chrIV	665349	666770	-	1422	712
YDR106W	chrIV	667004	667858	+	855	42
YDR107C	chrIV	669016	671034	-	2019	435
YDR108W	chrIV	671269	673365	+	2097	340
YDR109C	chrIV	673520	675667	-	2148	375
YDR110W	chrIV	676102	677802	+	1701	282
YDR111C	chrIV	678241	679764	-	1524	648
YDR112W	chrIV	679544	679852	+	309	57
YDR113C	chrIV	680496	681617	-	1122	340
YDR114C	chrIV	681924	682226	-	303	200
YDR115W	chrIV	682175	682492	+	318	624
YDR116C	chrIV	682724	683581	-	858	749
YDR117C	chrIV	683946	685643	-	1698	619
YDR118W	chrIV	685882	687840	+	1959	190
YDR118W-A	chrIV	687768	687884	+	117	23
YDR119W	chrIV	688227	690533	+	2307	840
YDR119W-A	chrIV	691014	691214	+	201	261
YDR120C	chrIV	691549	693261	-	1713	662
YDR121W	chrIV	693585	694175	+	591	464
YDR122W	chrIV	694700	697894	+	3195	2131
YDR123C	chrIV	698554	699468	-	915	182
YDR124W	chrIV	700315	701289	+	975	186
YDR125C	chrIV	701397	702758	-	1362	153
YDR126W	chrIV	703234	704244	+	1011	262
YDR127W	chrIV	704484	709250	+	4767	2971
YDR128W	chrIV	709549	712995	+	3447	811
YDR129C	chrIV	713340	715247	-	1908	5808
YDR129C	chrIV	715359	715379	-	21	57
YDR130C	chrIV	715747	716622	-	876	297
YDR131C	chrIV	716790	718460	-	1671	207
YDR132C	chrIV	718816	720303	-	1488	249
YDR133C	chrIV	720962	721297	-	336	7174
YDR135C	chrIV	723004	727551	-	4548	2345
YDR136C	chrIV	727711	728283	-	573	19
YDR137W	chrIV	728259	730250	+	1992	580
YDR138W	chrIV	730578	732836	+	2259	341
YDR139C	chrIV	733618	733702	-	85	311
YDR139C	chrIV	733776	733924	-	149	353
YDR140W	chrIV	734138	734803	+	666	312
YDR141C	chrIV	734901	739997	-	5097	1004
YDR142C	chrIV	740473	741600	-	1128	352
YDR143C	chrIV	742042	743874	-	1833	910
YDR144C	chrIV	744311	746101	-	1791	788
YDR145W	chrIV	746738	748357	+	1620	1305
YDR146C	chrIV	748613	750742	-	2130	495
YDR147W	chrIV	751631	753235	+	1605	314
YDR148C	chrIV	753675	755066	-	1392	1590
YDR149C	chrIV	755555	756262	-	708	19
YDR150W	chrIV	755628	763874	+	8247	1509
YDR151C	chrIV	764178	765155	-	978	814
YDR152W	chrIV	765706	766503	+	798	1270
YDR153C	chrIV	766736	767971	-	1236	936
YDR154C	chrIV	768403	768753	-	351	23357
YDR155C	chrIV	768512	769000	-	489	33316
YDR156W	chrIV	769525	769938	+	414	402
YDR157W	chrIV	769931	770332	+	402	120
YDR158W	chrIV	770357	771454	+	1098	5553
YDR159W	chrIV	771877	775782	+	3906	613
YDR160W	chrIV	776163	778721	+	2559	650
YDR161W	chrIV	779043	780206	+	1164	714
YDR162C	chrIV	780390	781100	-	711	519
YDR163W	chrIV	781423	781950	+	528	372
YDR164C	chrIV	782041	784215	-	2175	662
YDR165W	chrIV	784871	786205	+	1335	547
YDR167W	chrIV	789449	790069	+	621	725
YDR168W	chrIV	790328	791848	+	1521	1083
YDR169C	chrIV	792348	793889	-	1542	1001
YDR169C-A	chrIV	794574	794723	-	150	2
YDR170C	chrIV	796193	802222	-	6030	2613
YDR170W-A	chrIV	803195	804517	+	1323	178
YDR171W	chrIV	806621	807748	+	1128	6500
YDR172W	chrIV	808324	810381	+	2058	3152
YDR173C	chrIV	810565	811632	-	1068	225
YDR174W	chrIV	812110	812850	+	741	2792
YDR175C	chrIV	813193	814152	-	960	643
YDR176W	chrIV	814452	816560	+	2109	1001
YDR177W	chrIV	816878	817525	+	648	1277
YDR178W	chrIV	817950	818495	+	546	1569
YDR179C	chrIV	818708	819196	-	489	52
YDR179W-A	chrIV	819433	820824	+	1392	121
YDR180W	chrIV	821295	825776	+	4482	253
YDR181C	chrIV	825910	827355	-	1446	399
YDR182W	chrIV	827582	829057	+	1476	1147
YDR182W-A	chrIV	829151	829354	+	204	19
YDR183W	chrIV	829585	830277	+	693	218
YDR183C-A	chrIV	830397	830654	-	258	30
YDR184C	chrIV	830629	831513	-	885	161
YDR185C	chrIV	831934	832473	-	540	287
YDR186C	chrIV	832859	835492	-	2634	1491
YDR187C	chrIV	836228	836746	-	519	696
YDR188W	chrIV	836421	838061	+	1641	4529
YDR189W	chrIV	838392	840392	+	2001	1072
YDR190C	chrIV	840604	841995	-	1392	2174
YDR191W	chrIV	842337	843449	+	1113	114
YDR192C	chrIV	843569	844861	-	1293	379
YDR193W	chrIV	844554	844952	+	399	96
YDR194C	chrIV	845952	847946	-	1995	1167
YDR194W-A	chrIV	848071	848223	+	153	0
YDR195W	chrIV	848599	850200	+	1602	315
YDR196C	chrIV	850274	850999	-	726	900
YDR197W	chrIV	851228	852397	+	1170	311
YDR198C	chrIV	852533	853972	-	1440	213
YDR199W	chrIV	854175	854540	+	366	172
YDR200C	chrIV	854279	856093	-	1815	577
YDR201W	chrIV	856317	856814	+	498	334
YDR202C	chrIV	856898	857953	-	1056	552
YDR203W	chrIV	857682	857999	+	318	133
YDR204W	chrIV	858137	859144	+	1008	885
YDR205W	chrIV	859346	861520	+	2175	524
YDR206W	chrIV	862054	864708	+	2655	1010
YDR207C	chrIV	865012	867522	-	2511	695
YDR208W	chrIV	868224	870563	+	2340	801
YDR209C	chrIV	871036	871449	-	414	1434
YDR210W	chrIV	871074	871301	+	228	1031
YDR210W-B	chrIV	872112	873404	+	1293	18
YDR210W-B	chrIV	873406	877425	+	4020	5
YDR210W-A	chrIV	872112	873428	+	1317	18
YDR210C-D	chrIV	878659	882621	-	3963	14
YDR210C-D	chrIV	882623	883927	-	1305	13
YDR210C-C	chrIV	882605	883927	-	1323	13
YDR211W	chrIV	884727	886865	+	2139	1219
YDR212W	chrIV	887232	888911	+	1680	2245
YDR213W	chrIV	889751	892492	+	2742	716
YDR214W	chrIV	892875	893927	+	1053	1638
YDR215C	chrIV	894089	894502	-	414	24
YDR216W	chrIV	895035	899006	+	3972	688
YDR217C	chrIV	899551	903480	-	3930	524
YDR218C	chrIV	903781	905052	-	1272	19
YDR219C	chrIV	905455	906852	-	1398	404
YDR220C	chrIV	907000	907293	-	294	5
YDR221W	chrIV	907330	909438	+	2109	575
YDR222W	chrIV	910054	911301	+	1248	136
YDR223W	chrIV	912099	913502	+	1404	222
YDR224C	chrIV	914317	914712	-	396	9503
YDR225W	chrIV	915530	915928	+	399	10485
YDR226W	chrIV	916486	917154	+	669	6776
YDR227W	chrIV	917571	921647	+	4077	351
YDR228C	chrIV	921926	923806	-	1881	539
YDR229W	chrIV	924785	926146	+	1362	825
YDR230W	chrIV	926223	926570	+	348	306
YDR231C	chrIV	926293	926910	-	618	570
YDR232W	chrIV	927452	929098	+	1647	1870
YDR233C	chrIV	929470	930357	-	888	4460
YDR234W	chrIV	931129	933210	+	2082	910
YDR235W	chrIV	933504	935138	+	1635	340
YDR236C	chrIV	935236	935892	-	657	592
YDR237W	chrIV	936615	937493	+	879	523
YDR238C	chrIV	937895	940816	-	2922	2961
YDR239C	chrIV	941057	943420	-	2364	385
YDR240C	chrIV	943674	945152	-	1479	167
YDR241W	chrIV	945151	945438	+	288	33
YDR242W	chrIV	946807	948456	+	1650	279
YDR243C	chrIV	948518	950284	-	1767	237
YDR244W	chrIV	950563	952401	+	1839	705
YDR245W	chrIV	952800	953981	+	1182	1575
YDR246W	chrIV	954288	954947	+	660	926
YDR246W-A	chrIV	955133	955333	+	201	91
YDR247W	chrIV	956013	957398	+	1386	991
YDR248C	chrIV	957758	958339	-	582	361
YDR249C	chrIV	958681	959802	-	1122	164
YDR250C	chrIV	960086	960361	-	276	18
YDR251W	chrIV	960614	963106	+	2493	2705
YDR252W	chrIV	963412	963861	+	450	95
YDR253C	chrIV	963990	964565	-	576	187
YDR254W	chrIV	965113	966489	+	1377	329
YDR255C	chrIV	966557	967822	-	1266	443
YDR256C	chrIV	968133	969680	-	1548	318
YDR257C	chrIV	969990	971474	-	1485	539
YDR258C	chrIV	971808	974243	-	2436	1930
YDR259C	chrIV	974631	975782	-	1152	143
YDR260C	chrIV	976717	977229	-	513	390
YDR261C	chrIV	977521	979209	-	1689	1082
YDR261W-B	chrIV	981462	982754	+	1293	14
YDR261W-B	chrIV	982756	986775	+	4020	32
YDR261W-A	chrIV	981462	982778	+	1317	14
YDR261C-D	chrIV	987534	991043	-	3510	78
YDR261C-D	chrIV	991045	992349	-	1305	0
YDR261C-C	chrIV	991027	992349	-	1323	0
YDR262W	chrIV	993134	993952	+	819	998
YDR263C	chrIV	994242	995534	-	1293	79
YDR264C	chrIV	996029	998323	-	2295	1811
YDR265W	chrIV	998864	999877	+	1014	432
YDR266C	chrIV	1000104	1002023	-	1920	672
YDR267C	chrIV	1002510	1003502	-	993	801
YDR268W	chrIV	1004004	1005143	+	1140	272
YDR269C	chrIV	1005665	1005988	-	324	31
YDR270W	chrIV	1005675	1008689	+	3015	433
YDR271C	chrIV	1008395	1008766	-	372	77
YDR272W	chrIV	1009010	1009834	+	825	852
YDR273W	chrIV	1010176	1011273	+	1098	126
YDR274C	chrIV	1011589	1011960	-	372	273
YDR275W	chrIV	1012252	1012959	+	708	458
YDR276C	chrIV	1013476	1013643	-	168	5694
YDR277C	chrIV	1014401	1015702	-	1302	2440
YDR278C	chrIV	1017001	1017318	-	318	0
YDR279W	chrIV	1019368	1020420	+	1053	322
YDR280W	chrIV	1020747	1021664	+	918	1003
YDR281C	chrIV	1022007	1022321	-	315	184
YDR282C	chrIV	1023511	1024755	-	1245	239
YDR283C	chrIV	1025070	1030049	-	4980	654
YDR284C	chrIV	1030550	1031419	-	870	1118
YDR285W	chrIV	1032436	1035063	+	2628	248
YDR286C	chrIV	1035231	1035575	-	345	179
YDR287W	chrIV	1035995	1036873	+	879	580
YDR288W	chrIV	1037195	1038106	+	912	306
YDR289C	chrIV	1038280	1039509	-	1230	559
YDR290W	chrIV	1039370	1039699	+	330	34
YDR291W	chrIV	1039728	1042961	+	3234	484
YDR292C	chrIV	1043146	1045011	-	1866	1515
YDR294C	chrIV	1050459	1052228	-	1770	2076
YDR295C	chrIV	1052623	1054647	-	2025	433
YDR296W	chrIV	1055212	1055892	+	681	1035
YDR297W	chrIV	1056551	1057600	+	1050	2490
YDR298C	chrIV	1058176	1058814	-	639	1297
YDR299W	chrIV	1059627	1061231	+	1605	190
YDR300C	chrIV	1061505	1062791	-	1287	974
YDR301W	chrIV	1063352	1067425	+	4074	695
YDR302W	chrIV	1067731	1068390	+	660	434
YDR303C	chrIV	1068729	1071386	-	2658	667
YDR304C	chrIV	1071880	1072557	-	678	2710
YDR305C	chrIV	1072746	1073312	-	567	274
YDR305C	chrIV	1073402	1073488	-	87	27
YDR306C	chrIV	1073735	1075171	-	1437	633
YDR307W	chrIV	1075865	1077853	+	1989	501
YDR308C	chrIV	1078027	1078449	-	423	381
YDR309C	chrIV	1079048	1080199	-	1152	606
YDR310C	chrIV	1081128	1084316	-	3189	983
YDR311W	chrIV	1085065	1086993	+	1929	503
YDR312W	chrIV	1087581	1088942	+	1362	262
YDR313C	chrIV	1089219	1090079	-	861	281
YDR314C	chrIV	1090433	1092511	-	2079	163
YDR315C	chrIV	1092741	1093586	-	846	197
YDR316W	chrIV	1093763	1095178	+	1416	378
YDR316W-B	chrIV	1096064	1097368	+	1305	0
YDR316W-B	chrIV	1097370	1101332	+	3963	0
YDR316W-A	chrIV	1096064	1097386	+	1323	0
YDR317W	chrIV	1102184	1103428	+	1245	147
YDR318W	chrIV	1103758	1103809	+	52	13
YDR318W	chrIV	1103893	1104947	+	1055	288
YDR319C	chrIV	1105003	1105827	-	825	570
YDR320C	chrIV	1106095	1108101	-	2007	444
YDR320C-A	chrIV	1108280	1108498	-	219	323
YDR320W-B	chrIV	1108484	1108621	+	138	39
YDR321W	chrIV	1108702	1109847	+	1146	1707
YDR322W	chrIV	1110589	1111692	+	1104	553
YDR322C-A	chrIV	1112003	1112293	-	291	737
YDR323C	chrIV	1112480	1114027	-	1548	158
YDR324C	chrIV	1114433	1116763	-	2331	369
YDR325W	chrIV	1117126	1120233	+	3108	331
YDR326C	chrIV	1120609	1124925	-	4317	881
YDR327W	chrIV	1125302	1125628	+	327	1894
YDR328C	chrIV	1125434	1126018	-	585	3346
YDR329C	chrIV	1126270	1127595	-	1326	1006
YDR330W	chrIV	1127872	1129374	+	1503	1229
YDR331W	chrIV	1129588	1130823	+	1236	589
YDR332W	chrIV	1131001	1133070	+	2070	334
YDR333C	chrIV	1133260	1135431	-	2172	738
YDR334W	chrIV	1135932	1140476	+	4545	1210
YDR335W	chrIV	1141168	1144842	+	3675	1877
YDR336W	chrIV	1145092	1146036	+	945	302
YDR337W	chrIV	1146319	1147179	+	861	514
YDR338C	chrIV	1147379	1149466	-	2088	406
YDR339C	chrIV	1149951	1150520	-	570	485
YDR340W	chrIV	1150881	1151183	+	303	1
YDR341C	chrIV	1151803	1153626	-	1824	3143
YDR342C	chrIV	1154216	1155928	-	1713	3977
YDR343C	chrIV	1159608	1161320	-	1713	856
YDR344C	chrIV	1162006	1162449	-	444	61
YDR345C	chrIV	1162957	1164660	-	1704	39087
YDR346C	chrIV	1167214	1168659	-	1446	2871
YDR347W	chrIV	1169178	1170143	+	966	913
YDR348C	chrIV	1170326	1171825	-	1500	1734
YDR349C	chrIV	1172386	1174176	-	1791	1594
YDR350C	chrIV	1176120	1178174	-	2055	617
YDR352W	chrIV	1181801	1182754	+	954	526
YDR353W	chrIV	1183299	1184258	+	960	7240
YDR354W	chrIV	1184747	1185889	+	1143	1445
YDR354C-A	chrIV	1185139	1185282	-	144	283
YDR355C	chrIV	1186067	1186369	-	303	25
YDR356W	chrIV	1186107	1188941	+	2835	316
YDR357C	chrIV	1189199	1189567	-	369	204
YDR358W	chrIV	1190059	1191732	+	1674	1248
YDR359C	chrIV	1191936	1194884	-	2949	642
YDR360W	chrIV	1194598	1195032	+	435	41
YDR361C	chrIV	1195412	1196263	-	852	623
YDR362C	chrIV	1196679	1198697	-	2019	425
YDR363W	chrIV	1199183	1200553	+	1371	439
YDR363W-A	chrIV	1202128	1202397	+	270	1060
YDR364C	chrIV	1202843	1204210	-	1368	282
YDR365C	chrIV	1204497	1206383	-	1887	2165
YDR365W-B	chrIV	1206997	1208301	+	1305	0
YDR365W-B	chrIV	1208303	1212265	+	3963	20
YDR365W-A	chrIV	1206997	1208319	+	1323	0
YDR366C	chrIV	1212438	1212836	-	399	15
YDR367W	chrIV	1212848	1212877	+	30	15
YDR367W	chrIV	1212979	1213614	+	636	453
YDR368W	chrIV	1213904	1214842	+	939	1376
YDR369C	chrIV	1215016	1217580	-	2565	255
YDR370C	chrIV	1217782	1219110	-	1329	285
YDR371W	chrIV	1219413	1220948	+	1536	389
YDR371C-A	chrIV	1219509	1219613	-	105	17
YDR372C	chrIV	1221112	1222149	-	1038	1922
YDR373W	chrIV	1222759	1223331	+	573	710
YDR374C	chrIV	1223474	1224394	-	921	6
YDR374W-A	chrIV	1224757	1225026	+	270	159
YDR375C	chrIV	1225166	1226536	-	1371	650
YDR376W	chrIV	1226822	1228303	+	1482	537
YDR377W	chrIV	1228611	1228916	+	306	972
YDR378C	chrIV	1229349	1229609	-	261	928
YDR379W	chrIV	1230167	1233196	+	3030	941
YDR379C-A	chrIV	1233278	1233517	-	240	99
YDR380W	chrIV	1234218	1236125	+	1908	579
YDR381W	chrIV	1236558	1236842	+	285	978
YDR381W	chrIV	1237609	1238004	+	396	1734
YDR381C-A	chrIV	1238312	1238630	-	319	357
YDR381C-A	chrIV	1238825	1238850	-	26	7
YDR382W	chrIV	1239492	1239824	+	333	16440
YDR383C	chrIV	1239960	1240676	-	717	258
YDR384C	chrIV	1241204	1242031	-	828	863
YDR385W	chrIV	1243230	1245758	+	2529	3436
YDR386W	chrIV	1246084	1247982	+	1899	213
YDR387C	chrIV	1248154	1249821	-	1668	787
YDR388W	chrIV	1250186	1251634	+	1449	4458
YDR389W	chrIV	1252537	1254501	+	1965	746
YDR390C	chrIV	1254937	1256847	-	1911	906
YDR391C	chrIV	1257358	1258056	-	699	1409
YDR392W	chrIV	1258696	1259709	+	1014	602
YDR393W	chrIV	1259901	1261271	+	1371	465
YDR394W	chrIV	1261681	1262967	+	1287	3803
YDR395W	chrIV	1263324	1266158	+	2835	1018
YDR396W	chrIV	1266295	1266795	+	501	878
YDR397C	chrIV	1266366	1266769	-	404	801
YDR397C	chrIV	1266862	1266898	-	37	163
YDR398W	chrIV	1267471	1269402	+	1932	1036
YDR399W	chrIV	1270068	1270733	+	666	3011
YDR400W	chrIV	1271063	1272085	+	1023	357
YDR401W	chrIV	1272223	1272786	+	564	13
YDR402C	chrIV	1272234	1273703	-	1470	26
YDR403W	chrIV	1274602	1276212	+	1611	59
YDR404C	chrIV	1276654	1277169	-	516	906
YDR405W	chrIV	1277646	1278437	+	792	1284
YDR406W	chrIV	1279210	1283799	+	4590	2446
YDR406W-A	chrIV	1283799	1284044	+	246	36
YDR407C	chrIV	1284069	1287938	-	3870	591
YDR408C	chrIV	1288215	1288859	-	645	1842
YDR409W	chrIV	1289406	1292120	+	2715	569
YDR410C	chrIV	1292372	1293091	-	720	407
YDR411C	chrIV	1293369	1294394	-	1026	1011
YDR412W	chrIV	1294693	1295400	+	708	448
YDR413C	chrIV	1294836	1295411	-	576	397
YDR414C	chrIV	1295598	1296686	-	1089	326
YDR415C	chrIV	1297037	1298161	-	1125	507
YDR416W	chrIV	1298432	1301011	+	2580	387
YDR417C	chrIV	1301555	1301926	-	372	8361
YDR418W	chrIV	1301616	1302113	+	498	11005
YDR419W	chrIV	1303174	1305072	+	1899	279
YDR421W	chrIV	1312040	1314892	+	2853	604
YDR422C	chrIV	1315326	1317773	-	2448	632
YDR423C	chrIV	1318046	1319275	-	1230	658
YDR424C	chrIV	1319387	1319617	-	231	528
YDR424C	chrIV	1319698	1319720	-	23	130
YDR424C	chrIV	1319817	1319841	-	25	106
YDR425W	chrIV	1320064	1321941	+	1878	553
YDR426C	chrIV	1321629	1322006	-	378	173
YDR427W	chrIV	1322205	1323386	+	1182	1673
YDR428C	chrIV	1323454	1324239	-	786	393
YDR429C	chrIV	1324477	1325301	-	825	4028
YDR430C	chrIV	1325501	1328470	-	2970	1028
YDR431W	chrIV	1328390	1328701	+	312	14
YDR432W	chrIV	1328783	1330027	+	1245	6953
YDR433W	chrIV	1329600	1330040	+	441	3452
YDR434W	chrIV	1331237	1332841	+	1605	978
YDR435C	chrIV	1332983	1333969	-	987	1090
YDR436W	chrIV	1334821	1336953	+	2133	938
YDR437W	chrIV	1337352	1337774	+	423	82
YDR438W	chrIV	1338274	1339386	+	1113	320
YDR439W	chrIV	1339676	1340719	+	1044	275
YDR440W	chrIV	1342493	1344241	+	1749	408
YDR441C	chrIV	1344517	1345062	-	546	505
YDR442W	chrIV	1345647	1346039	+	393	176
YDR443C	chrIV	1345676	1349938	-	4263	596
YDR444W	chrIV	1350290	1352353	+	2064	434
YDR445C	chrIV	1352182	1352589	-	408	89
YDR446W	chrIV	1353725	1354633	+	909	6
YDR447C	chrIV	1354829	1355236	-	408	6502
YDR447C	chrIV	1355551	1355553	-	3	388
YDR448W	chrIV	1356065	1357369	+	1305	234
YDR449C	chrIV	1357580	1358902	-	1323	191
YDR450W	chrIV	1359923	1359969	+	47	2383
YDR450W	chrIV	1360405	1360798	+	394	12915
YDR451C	chrIV	1361120	1362181	-	1062	374
YDR452W	chrIV	1362878	1364902	+	2025	2126
YDR453C	chrIV	1365072	1365662	-	591	492
YDR454C	chrIV	1366264	1366827	-	564	2147
YDR455C	chrIV	1367373	1367681	-	309	91
YDR456W	chrIV	1367485	1369386	+	1902	989
YDR457W	chrIV	1369790	1379596	+	9807	2096
YDR458C	chrIV	1380055	1382046	-	1992	562
YDR459C	chrIV	1382319	1383443	-	1125	413
YDR460W	chrIV	1383811	1384776	+	966	452
YDR461W	chrIV	1385176	1385286	+	111	816
YDR461C-A	chrIV	1385524	1385766	-	243	249
YDR462W	chrIV	1386073	1386516	+	444	568
YDR463W	chrIV	1386816	1388375	+	1560	775
YDR464W	chrIV	1388872	1393179	+	4308	494
YDR464C-A	chrIV	1392492	1392680	-	189	61
