# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap/SNF2_3_Aligned_counts.txt" "./databases/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/SNF2_3_Aligned.sortedByCoord.out.bam
YDL028C	chrIV	400997	403291	-	2295	423
YDL027C	chrIV	403695	404957	-	1263	654
YDL026W	chrIV	404749	405060	+	312	80
YDL025C	chrIV	405344	407206	-	1863	979
YDL025W-A	chrIV	405410	405514	+	105	208
YDL024C	chrIV	408451	409857	-	1407	98
YDL022C-A	chrIV	409808	410056	-	249	1
YDL023C	chrIV	411761	412081	-	321	364
YDL022W	chrIV	411825	413000	+	1176	3243
YDL021W	chrIV	413953	414888	+	936	267
YDL020C	chrIV	415113	416708	-	1596	1010
YDL019C	chrIV	417663	421514	-	3852	2108
YDL018C	chrIV	422833	423510	-	678	400
YDL017W	chrIV	424209	425732	+	1524	339
YDL016C	chrIV	425570	425872	-	303	238
YDL015C	chrIV	426002	426934	-	933	1596
YDL014W	chrIV	427364	428347	+	984	5026
YDL013W	chrIV	429067	430926	+	1860	814
YDL012C	chrIV	431108	431386	-	279	531
YDL012C	chrIV	431473	431517	-	45	108
YDL011C	chrIV	432308	432631	-	324	262
YDL010W	chrIV	432330	433025	+	696	896
YDL009C	chrIV	432925	433248	-	324	497
YDL008W	chrIV	433497	433994	+	498	364
YDL007C-A	chrIV	436567	436824	-	258	0
YDL007W	chrIV	438047	439360	+	1314	4414
YDL006W	chrIV	439909	440754	+	846	501
YDL005C	chrIV	441014	442309	-	1296	992
YDL004W	chrIV	443029	443511	+	483	1305
YDL003W	chrIV	444683	446383	+	1701	579
YDL002C	chrIV	446967	447578	-	612	527
YDL001W	chrIV	447984	449276	+	1293	317
YDR001C	chrIV	450220	452475	-	2256	2345
YDR002W	chrIV	453045	453650	+	606	5189
YDR003W	chrIV	454122	454754	+	633	725
YDR003W-A	chrIV	454782	454904	+	123	267
YDR004W	chrIV	455201	456583	+	1383	419
YDR005C	chrIV	456836	458017	-	1182	597
YDR005C	chrIV	458098	458103	-	6	8
YDR006C	chrIV	458542	461247	-	2706	974
YDR007W	chrIV	461842	462516	+	675	868
YDR008C	chrIV	462252	462602	-	351	481
YDR009W	chrIV	463434	464996	+	1563	193
YDR010C	chrIV	465051	465383	-	333	94
YDR011W	chrIV	465919	470424	+	4506	1288
YDR012W	chrIV	471853	472941	+	1089	4737
YDR013W	chrIV	473157	473783	+	627	269
YDR014W	chrIV	474046	475989	+	1944	150
YDR014W-A	chrIV	477797	478285	+	489	17
YDR015C	chrIV	477960	478199	-	240	11
YDR016C	chrIV	478474	478758	-	285	340
YDR017C	chrIV	479115	482267	-	3153	963
YDR018C	chrIV	482670	483860	-	1191	220
YDR019C	chrIV	484163	485365	-	1203	194
YDR020C	chrIV	485746	486444	-	699	117
YDR021W	chrIV	486804	488003	+	1200	56
YDR022C	chrIV	488072	488662	-	591	266
YDR023W	chrIV	489508	490896	+	1389	4476
YDR024W	chrIV	491017	491502	+	486	46
YDR025W	chrIV	491515	491559	+	45	624
YDR025W	chrIV	491899	492324	+	426	9025
YDR026C	chrIV	492556	494268	-	1713	822
YDR027C	chrIV	494649	497318	-	2670	894
YDR028C	chrIV	497835	500879	-	3045	3098
YDR029W	chrIV	501100	501414	+	315	39
YDR030C	chrIV	501753	503273	-	1521	127
YDR031W	chrIV	503498	503863	+	366	178
YDR032C	chrIV	504099	504695	-	597	4548
YDR033W	chrIV	508147	509109	+	963	675
YDR034C	chrIV	509737	512109	-	2373	570
YDR034C-D	chrIV	514043	518062	-	4020	20
YDR034C-D	chrIV	518064	519356	-	1293	7
YDR034C-C	chrIV	518040	519356	-	1317	7
YDR034C-A	chrIV	520516	520692	-	177	13
YDR034W-B	chrIV	521314	521469	+	156	52
YDR035W	chrIV	521816	522928	+	1113	3587
YDR037W	chrIV	525440	527215	+	1776	6999
YDR038C	chrIV	527422	530697	-	3276	185
YDR039C	chrIV	531307	534582	-	3276	0
YDR040C	chrIV	535192	538467	-	3276	127
YDR041W	chrIV	539803	540414	+	612	758
YDR042C	chrIV	540601	541203	-	603	35
YDR043C	chrIV	542674	543369	-	696	223
YDR044W	chrIV	546642	547628	+	987	1145
YDR045C	chrIV	547978	548310	-	333	362
YDR046C	chrIV	548762	550576	-	1815	2049
YDR047W	chrIV	551860	552948	+	1089	1730
YDR048C	chrIV	553084	553398	-	315	22
YDR049W	chrIV	553254	555152	+	1899	576
YDR050C	chrIV	555726	556472	-	747	58828
YDR051C	chrIV	557056	558060	-	1005	826
YDR052C	chrIV	558511	560625	-	2115	1056
YDR053W	chrIV	560249	560644	+	396	130
YDR054C	chrIV	561440	562327	-	888	2335
YDR055W	chrIV	563527	564861	+	1335	655
YDR056C	chrIV	565023	565640	-	618	1548
YDR057W	chrIV	565927	567555	+	1629	677
YDR058C	chrIV	567723	568703	-	981	239
YDR059C	chrIV	569234	569633	-	400	552
YDR059C	chrIV	569724	569770	-	47	78
YDR060W	chrIV	570649	573726	+	3078	856
YDR061W	chrIV	574164	575783	+	1620	627
YDR062W	chrIV	576474	578159	+	1686	2167
YDR063W	chrIV	578663	579112	+	450	671
YDR064W	chrIV	579458	579478	+	21	1066
YDR064W	chrIV	580018	580452	+	435	12635
YDR065W	chrIV	580687	581784	+	1098	137
YDR066C	chrIV	581908	582498	-	591	116
YDR067C	chrIV	582791	583465	-	675	426
YDR068W	chrIV	583713	584645	+	933	1029
YDR069C	chrIV	584939	587719	-	2781	369
YDR070C	chrIV	588098	588379	-	282	70
YDR071C	chrIV	588827	589402	-	576	1566
YDR072C	chrIV	589761	591344	-	1584	1521
YDR073W	chrIV	592439	592948	+	510	720
YDR074W	chrIV	593893	596583	+	2691	5970
YDR075W	chrIV	597156	598082	+	927	219
YDR076W	chrIV	598468	599688	+	1221	273
YDR077W	chrIV	600793	601809	+	1017	4465
YDR078C	chrIV	602198	602869	-	672	173
YDR079W	chrIV	603064	603399	+	336	222
YDR079C-A	chrIV	603593	603811	-	219	169
YDR080W	chrIV	604008	606986	+	2979	385
YDR081C	chrIV	607304	610081	-	2778	563
YDR082W	chrIV	610441	611925	+	1485	207
YDR083W	chrIV	612073	613251	+	1179	257
YDR084C	chrIV	613405	614004	-	600	795
YDR085C	chrIV	614288	616150	-	1863	639
YDR086C	chrIV	616928	617170	-	243	2188
YDR087C	chrIV	617470	618306	-	837	505
YDR088C	chrIV	618497	619645	-	1149	728
YDR089W	chrIV	622112	624721	+	2610	257
YDR090C	chrIV	625066	625998	-	933	487
YDR091C	chrIV	626708	628534	-	1827	569
YDR092W	chrIV	629876	629905	+	30	114
YDR092W	chrIV	630174	630605	+	432	1281
YDR093W	chrIV	631282	636120	+	4839	3007
YDR094W	chrIV	635840	636175	+	336	775
YDR095C	chrIV	636117	636527	-	411	74
YDR096W	chrIV	637139	639823	+	2685	1760
YDR097C	chrIV	640109	643837	-	3729	527
YDR098C	chrIV	644178	645035	-	858	1174
YDR098C-B	chrIV	645858	649820	-	3963	7
YDR098C-B	chrIV	649822	651126	-	1305	0
YDR098C-A	chrIV	649804	651126	-	1323	0
YDR099W	chrIV	653607	654428	+	822	3720
YDR101C	chrIV	655686	657467	-	1782	227
YDR102C	chrIV	657648	657980	-	333	11
YDR103W	chrIV	658350	661103	+	2754	530
YDR104C	chrIV	661173	664910	-	3738	451
YDR105C	chrIV	665349	666770	-	1422	661
YDR106W	chrIV	667004	667858	+	855	34
YDR107C	chrIV	669016	671034	-	2019	463
YDR108W	chrIV	671269	673365	+	2097	341
YDR109C	chrIV	673520	675667	-	2148	376
YDR110W	chrIV	676102	677802	+	1701	281
YDR111C	chrIV	678241	679764	-	1524	1412
YDR112W	chrIV	679544	679852	+	309	134
YDR113C	chrIV	680496	681617	-	1122	452
YDR114C	chrIV	681924	682226	-	303	93
YDR115W	chrIV	682175	682492	+	318	377
YDR116C	chrIV	682724	683581	-	858	492
YDR117C	chrIV	683946	685643	-	1698	698
YDR118W	chrIV	685882	687840	+	1959	224
YDR118W-A	chrIV	687768	687884	+	117	39
YDR119W	chrIV	688227	690533	+	2307	767
YDR119W-A	chrIV	691014	691214	+	201	36
YDR120C	chrIV	691549	693261	-	1713	444
YDR121W	chrIV	693585	694175	+	591	442
YDR122W	chrIV	694700	697894	+	3195	2383
YDR123C	chrIV	698554	699468	-	915	258
YDR124W	chrIV	700315	701289	+	975	173
YDR125C	chrIV	701397	702758	-	1362	105
YDR126W	chrIV	703234	704244	+	1011	181
YDR127W	chrIV	704484	709250	+	4767	2622
YDR128W	chrIV	709549	712995	+	3447	1120
YDR129C	chrIV	713340	715247	-	1908	5077
YDR129C	chrIV	715359	715379	-	21	32
YDR130C	chrIV	715747	716622	-	876	236
YDR131C	chrIV	716790	718460	-	1671	166
YDR132C	chrIV	718816	720303	-	1488	344
YDR133C	chrIV	720962	721297	-	336	2916
YDR135C	chrIV	723004	727551	-	4548	2513
YDR136C	chrIV	727711	728283	-	573	16
YDR137W	chrIV	728259	730250	+	1992	603
YDR138W	chrIV	730578	732836	+	2259	383
YDR139C	chrIV	733618	733702	-	85	223
YDR139C	chrIV	733776	733924	-	149	313
YDR140W	chrIV	734138	734803	+	666	251
YDR141C	chrIV	734901	739997	-	5097	1017
YDR142C	chrIV	740473	741600	-	1128	394
YDR143C	chrIV	742042	743874	-	1833	623
YDR144C	chrIV	744311	746101	-	1791	807
YDR145W	chrIV	746738	748357	+	1620	1517
YDR146C	chrIV	748613	750742	-	2130	463
YDR147W	chrIV	751631	753235	+	1605	391
YDR148C	chrIV	753675	755066	-	1392	1631
YDR149C	chrIV	755555	756262	-	708	7
YDR150W	chrIV	755628	763874	+	8247	1705
YDR151C	chrIV	764178	765155	-	978	690
YDR152W	chrIV	765706	766503	+	798	1174
YDR153C	chrIV	766736	767971	-	1236	1030
YDR154C	chrIV	768403	768753	-	351	19404
YDR155C	chrIV	768512	769000	-	489	25762
YDR156W	chrIV	769525	769938	+	414	393
YDR157W	chrIV	769931	770332	+	402	94
YDR158W	chrIV	770357	771454	+	1098	6444
YDR159W	chrIV	771877	775782	+	3906	633
YDR160W	chrIV	776163	778721	+	2559	637
YDR161W	chrIV	779043	780206	+	1164	580
YDR162C	chrIV	780390	781100	-	711	512
YDR163W	chrIV	781423	781950	+	528	397
YDR164C	chrIV	782041	784215	-	2175	615
YDR165W	chrIV	784871	786205	+	1335	342
YDR167W	chrIV	789449	790069	+	621	773
YDR168W	chrIV	790328	791848	+	1521	1138
YDR169C	chrIV	792348	793889	-	1542	897
YDR169C-A	chrIV	794574	794723	-	150	6
YDR170C	chrIV	796193	802222	-	6030	2653
YDR170W-A	chrIV	803195	804517	+	1323	154
YDR171W	chrIV	806621	807748	+	1128	3967
YDR172W	chrIV	808324	810381	+	2058	2924
YDR173C	chrIV	810565	811632	-	1068	279
YDR174W	chrIV	812110	812850	+	741	2983
YDR175C	chrIV	813193	814152	-	960	529
YDR176W	chrIV	814452	816560	+	2109	1259
YDR177W	chrIV	816878	817525	+	648	1340
YDR178W	chrIV	817950	818495	+	546	1365
YDR179C	chrIV	818708	819196	-	489	48
YDR179W-A	chrIV	819433	820824	+	1392	86
YDR180W	chrIV	821295	825776	+	4482	283
YDR181C	chrIV	825910	827355	-	1446	595
YDR182W	chrIV	827582	829057	+	1476	1132
YDR182W-A	chrIV	829151	829354	+	204	26
YDR183W	chrIV	829585	830277	+	693	223
YDR183C-A	chrIV	830397	830654	-	258	17
YDR184C	chrIV	830629	831513	-	885	76
YDR185C	chrIV	831934	832473	-	540	218
YDR186C	chrIV	832859	835492	-	2634	1264
YDR187C	chrIV	836228	836746	-	519	676
YDR188W	chrIV	836421	838061	+	1641	4871
YDR189W	chrIV	838392	840392	+	2001	1048
YDR190C	chrIV	840604	841995	-	1392	1760
YDR191W	chrIV	842337	843449	+	1113	185
YDR192C	chrIV	843569	844861	-	1293	329
YDR193W	chrIV	844554	844952	+	399	71
YDR194C	chrIV	845952	847946	-	1995	805
YDR194W-A	chrIV	848071	848223	+	153	0
YDR195W	chrIV	848599	850200	+	1602	325
YDR196C	chrIV	850274	850999	-	726	753
YDR197W	chrIV	851228	852397	+	1170	246
YDR198C	chrIV	852533	853972	-	1440	196
YDR199W	chrIV	854175	854540	+	366	292
YDR200C	chrIV	854279	856093	-	1815	764
YDR201W	chrIV	856317	856814	+	498	412
YDR202C	chrIV	856898	857953	-	1056	452
YDR203W	chrIV	857682	857999	+	318	106
YDR204W	chrIV	858137	859144	+	1008	914
YDR205W	chrIV	859346	861520	+	2175	430
YDR206W	chrIV	862054	864708	+	2655	926
YDR207C	chrIV	865012	867522	-	2511	756
YDR208W	chrIV	868224	870563	+	2340	867
YDR209C	chrIV	871036	871449	-	414	893
YDR210W	chrIV	871074	871301	+	228	623
YDR210W-B	chrIV	872112	873404	+	1293	21
YDR210W-B	chrIV	873406	877425	+	4020	4
YDR210W-A	chrIV	872112	873428	+	1317	21
YDR210C-D	chrIV	878659	882621	-	3963	11
YDR210C-D	chrIV	882623	883927	-	1305	2
YDR210C-C	chrIV	882605	883927	-	1323	2
YDR211W	chrIV	884727	886865	+	2139	1362
YDR212W	chrIV	887232	888911	+	1680	2436
YDR213W	chrIV	889751	892492	+	2742	473
YDR214W	chrIV	892875	893927	+	1053	1254
YDR215C	chrIV	894089	894502	-	414	35
YDR216W	chrIV	895035	899006	+	3972	989
YDR217C	chrIV	899551	903480	-	3930	731
YDR218C	chrIV	903781	905052	-	1272	24
YDR219C	chrIV	905455	906852	-	1398	466
YDR220C	chrIV	907000	907293	-	294	6
YDR221W	chrIV	907330	909438	+	2109	721
YDR222W	chrIV	910054	911301	+	1248	224
YDR223W	chrIV	912099	913502	+	1404	183
YDR224C	chrIV	914317	914712	-	396	6867
YDR225W	chrIV	915530	915928	+	399	6048
YDR226W	chrIV	916486	917154	+	669	6947
YDR227W	chrIV	917571	921647	+	4077	462
YDR228C	chrIV	921926	923806	-	1881	613
YDR229W	chrIV	924785	926146	+	1362	1024
YDR230W	chrIV	926223	926570	+	348	356
YDR231C	chrIV	926293	926910	-	618	648
YDR232W	chrIV	927452	929098	+	1647	1568
YDR233C	chrIV	929470	930357	-	888	3479
YDR234W	chrIV	931129	933210	+	2082	681
YDR235W	chrIV	933504	935138	+	1635	327
YDR236C	chrIV	935236	935892	-	657	526
YDR237W	chrIV	936615	937493	+	879	356
YDR238C	chrIV	937895	940816	-	2922	3222
YDR239C	chrIV	941057	943420	-	2364	333
YDR240C	chrIV	943674	945152	-	1479	169
YDR241W	chrIV	945151	945438	+	288	36
YDR242W	chrIV	946807	948456	+	1650	330
YDR243C	chrIV	948518	950284	-	1767	213
YDR244W	chrIV	950563	952401	+	1839	679
YDR245W	chrIV	952800	953981	+	1182	1349
YDR246W	chrIV	954288	954947	+	660	733
YDR246W-A	chrIV	955133	955333	+	201	59
YDR247W	chrIV	956013	957398	+	1386	406
YDR248C	chrIV	957758	958339	-	582	277
YDR249C	chrIV	958681	959802	-	1122	108
YDR250C	chrIV	960086	960361	-	276	9
YDR251W	chrIV	960614	963106	+	2493	2641
YDR252W	chrIV	963412	963861	+	450	66
YDR253C	chrIV	963990	964565	-	576	271
YDR254W	chrIV	965113	966489	+	1377	348
YDR255C	chrIV	966557	967822	-	1266	389
YDR256C	chrIV	968133	969680	-	1548	284
YDR257C	chrIV	969990	971474	-	1485	475
YDR258C	chrIV	971808	974243	-	2436	1614
YDR259C	chrIV	974631	975782	-	1152	325
YDR260C	chrIV	976717	977229	-	513	592
YDR261C	chrIV	977521	979209	-	1689	996
YDR261W-B	chrIV	981462	982754	+	1293	17
YDR261W-B	chrIV	982756	986775	+	4020	30
YDR261W-A	chrIV	981462	982778	+	1317	17
YDR261C-D	chrIV	987534	991043	-	3510	13
YDR261C-D	chrIV	991045	992349	-	1305	0
YDR261C-C	chrIV	991027	992349	-	1323	0
YDR262W	chrIV	993134	993952	+	819	900
YDR263C	chrIV	994242	995534	-	1293	157
YDR264C	chrIV	996029	998323	-	2295	2035
YDR265W	chrIV	998864	999877	+	1014	342
YDR266C	chrIV	1000104	1002023	-	1920	552
YDR267C	chrIV	1002510	1003502	-	993	786
YDR268W	chrIV	1004004	1005143	+	1140	201
YDR269C	chrIV	1005665	1005988	-	324	27
YDR270W	chrIV	1005675	1008689	+	3015	513
YDR271C	chrIV	1008395	1008766	-	372	91
YDR272W	chrIV	1009010	1009834	+	825	939
YDR273W	chrIV	1010176	1011273	+	1098	253
YDR274C	chrIV	1011589	1011960	-	372	151
YDR275W	chrIV	1012252	1012959	+	708	329
YDR276C	chrIV	1013476	1013643	-	168	3608
YDR277C	chrIV	1014401	1015702	-	1302	532
YDR278C	chrIV	1017001	1017318	-	318	0
YDR279W	chrIV	1019368	1020420	+	1053	322
YDR280W	chrIV	1020747	1021664	+	918	776
YDR281C	chrIV	1022007	1022321	-	315	16
YDR282C	chrIV	1023511	1024755	-	1245	195
YDR283C	chrIV	1025070	1030049	-	4980	776
YDR284C	chrIV	1030550	1031419	-	870	1130
YDR285W	chrIV	1032436	1035063	+	2628	228
YDR286C	chrIV	1035231	1035575	-	345	187
YDR287W	chrIV	1035995	1036873	+	879	706
YDR288W	chrIV	1037195	1038106	+	912	285
YDR289C	chrIV	1038280	1039509	-	1230	598
YDR290W	chrIV	1039370	1039699	+	330	33
YDR291W	chrIV	1039728	1042961	+	3234	553
YDR292C	chrIV	1043146	1045011	-	1866	1454
YDR294C	chrIV	1050459	1052228	-	1770	1889
YDR295C	chrIV	1052623	1054647	-	2025	444
YDR296W	chrIV	1055212	1055892	+	681	1009
YDR297W	chrIV	1056551	1057600	+	1050	2007
YDR298C	chrIV	1058176	1058814	-	639	1488
YDR299W	chrIV	1059627	1061231	+	1605	103
YDR300C	chrIV	1061505	1062791	-	1287	789
YDR301W	chrIV	1063352	1067425	+	4074	712
YDR302W	chrIV	1067731	1068390	+	660	341
YDR303C	chrIV	1068729	1071386	-	2658	565
YDR304C	chrIV	1071880	1072557	-	678	2909
YDR305C	chrIV	1072746	1073312	-	567	289
YDR305C	chrIV	1073402	1073488	-	87	24
YDR306C	chrIV	1073735	1075171	-	1437	627
YDR307W	chrIV	1075865	1077853	+	1989	559
YDR308C	chrIV	1078027	1078449	-	423	279
YDR309C	chrIV	1079048	1080199	-	1152	939
YDR310C	chrIV	1081128	1084316	-	3189	1064
YDR311W	chrIV	1085065	1086993	+	1929	560
YDR312W	chrIV	1087581	1088942	+	1362	250
YDR313C	chrIV	1089219	1090079	-	861	356
YDR314C	chrIV	1090433	1092511	-	2079	121
YDR315C	chrIV	1092741	1093586	-	846	223
YDR316W	chrIV	1093763	1095178	+	1416	433
YDR316W-B	chrIV	1096064	1097368	+	1305	0
YDR316W-B	chrIV	1097370	1101332	+	3963	0
YDR316W-A	chrIV	1096064	1097386	+	1323	0
YDR317W	chrIV	1102184	1103428	+	1245	114
YDR318W	chrIV	1103758	1103809	+	52	10
YDR318W	chrIV	1103893	1104947	+	1055	244
YDR319C	chrIV	1105003	1105827	-	825	647
YDR320C	chrIV	1106095	1108101	-	2007	504
YDR320C-A	chrIV	1108280	1108498	-	219	262
YDR320W-B	chrIV	1108484	1108621	+	138	27
YDR321W	chrIV	1108702	1109847	+	1146	1516
YDR322W	chrIV	1110589	1111692	+	1104	404
YDR322C-A	chrIV	1112003	1112293	-	291	698
YDR323C	chrIV	1112480	1114027	-	1548	190
YDR324C	chrIV	1114433	1116763	-	2331	246
YDR325W	chrIV	1117126	1120233	+	3108	376
YDR326C	chrIV	1120609	1124925	-	4317	918
YDR327W	chrIV	1125302	1125628	+	327	2137
YDR328C	chrIV	1125434	1126018	-	585	3621
YDR329C	chrIV	1126270	1127595	-	1326	1090
YDR330W	chrIV	1127872	1129374	+	1503	1020
YDR331W	chrIV	1129588	1130823	+	1236	402
YDR332W	chrIV	1131001	1133070	+	2070	362
YDR333C	chrIV	1133260	1135431	-	2172	743
YDR334W	chrIV	1135932	1140476	+	4545	1311
YDR335W	chrIV	1141168	1144842	+	3675	2824
YDR336W	chrIV	1145092	1146036	+	945	268
YDR337W	chrIV	1146319	1147179	+	861	513
YDR338C	chrIV	1147379	1149466	-	2088	389
YDR339C	chrIV	1149951	1150520	-	570	426
YDR340W	chrIV	1150881	1151183	+	303	1
YDR341C	chrIV	1151803	1153626	-	1824	2505
YDR342C	chrIV	1154216	1155928	-	1713	350
YDR343C	chrIV	1159608	1161320	-	1713	180
YDR344C	chrIV	1162006	1162449	-	444	107
YDR345C	chrIV	1162957	1164660	-	1704	16934
YDR346C	chrIV	1167214	1168659	-	1446	2552
YDR347W	chrIV	1169178	1170143	+	966	687
YDR348C	chrIV	1170326	1171825	-	1500	1890
YDR349C	chrIV	1172386	1174176	-	1791	1558
YDR350C	chrIV	1176120	1178174	-	2055	643
YDR352W	chrIV	1181801	1182754	+	954	428
YDR353W	chrIV	1183299	1184258	+	960	6583
YDR354W	chrIV	1184747	1185889	+	1143	1365
YDR354C-A	chrIV	1185139	1185282	-	144	266
YDR355C	chrIV	1186067	1186369	-	303	39
YDR356W	chrIV	1186107	1188941	+	2835	610
YDR357C	chrIV	1189199	1189567	-	369	164
YDR358W	chrIV	1190059	1191732	+	1674	1169
YDR359C	chrIV	1191936	1194884	-	2949	951
YDR360W	chrIV	1194598	1195032	+	435	50
YDR361C	chrIV	1195412	1196263	-	852	368
YDR362C	chrIV	1196679	1198697	-	2019	414
YDR363W	chrIV	1199183	1200553	+	1371	463
YDR363W-A	chrIV	1202128	1202397	+	270	1154
YDR364C	chrIV	1202843	1204210	-	1368	274
YDR365C	chrIV	1204497	1206383	-	1887	1683
YDR365W-B	chrIV	1206997	1208301	+	1305	0
YDR365W-B	chrIV	1208303	1212265	+	3963	1
YDR365W-A	chrIV	1206997	1208319	+	1323	0
YDR366C	chrIV	1212438	1212836	-	399	8
YDR367W	chrIV	1212848	1212877	+	30	10
YDR367W	chrIV	1212979	1213614	+	636	468
YDR368W	chrIV	1213904	1214842	+	939	1333
YDR369C	chrIV	1215016	1217580	-	2565	308
YDR370C	chrIV	1217782	1219110	-	1329	251
YDR371W	chrIV	1219413	1220948	+	1536	376
YDR371C-A	chrIV	1219509	1219613	-	105	17
YDR372C	chrIV	1221112	1222149	-	1038	1944
YDR373W	chrIV	1222759	1223331	+	573	808
YDR374C	chrIV	1223474	1224394	-	921	5
YDR374W-A	chrIV	1224757	1225026	+	270	200
YDR375C	chrIV	1225166	1226536	-	1371	539
YDR376W	chrIV	1226822	1228303	+	1482	532
YDR377W	chrIV	1228611	1228916	+	306	869
YDR378C	chrIV	1229349	1229609	-	261	797
YDR379W	chrIV	1230167	1233196	+	3030	1156
YDR379C-A	chrIV	1233278	1233517	-	240	117
YDR380W	chrIV	1234218	1236125	+	1908	404
YDR381W	chrIV	1236558	1236842	+	285	569
YDR381W	chrIV	1237609	1238004	+	396	1467
YDR381C-A	chrIV	1238312	1238630	-	319	373
YDR381C-A	chrIV	1238825	1238850	-	26	9
YDR382W	chrIV	1239492	1239824	+	333	16231
YDR383C	chrIV	1239960	1240676	-	717	379
YDR384C	chrIV	1241204	1242031	-	828	482
YDR385W	chrIV	1243230	1245758	+	2529	2870
YDR386W	chrIV	1246084	1247982	+	1899	300
YDR387C	chrIV	1248154	1249821	-	1668	684
YDR388W	chrIV	1250186	1251634	+	1449	4188
YDR389W	chrIV	1252537	1254501	+	1965	578
YDR390C	chrIV	1254937	1256847	-	1911	908
YDR391C	chrIV	1257358	1258056	-	699	761
YDR392W	chrIV	1258696	1259709	+	1014	723
YDR393W	chrIV	1259901	1261271	+	1371	336
YDR394W	chrIV	1261681	1262967	+	1287	2983
YDR395W	chrIV	1263324	1266158	+	2835	756
YDR396W	chrIV	1266295	1266795	+	501	433
YDR397C	chrIV	1266366	1266769	-	404	400
YDR397C	chrIV	1266862	1266898	-	37	50
YDR398W	chrIV	1267471	1269402	+	1932	651
YDR399W	chrIV	1270068	1270733	+	666	798
YDR400W	chrIV	1271063	1272085	+	1023	336
YDR401W	chrIV	1272223	1272786	+	564	19
YDR402C	chrIV	1272234	1273703	-	1470	27
YDR403W	chrIV	1274602	1276212	+	1611	70
YDR404C	chrIV	1276654	1277169	-	516	679
YDR405W	chrIV	1277646	1278437	+	792	951
YDR406W	chrIV	1279210	1283799	+	4590	660
YDR406W-A	chrIV	1283799	1284044	+	246	26
YDR407C	chrIV	1284069	1287938	-	3870	823
YDR408C	chrIV	1288215	1288859	-	645	1327
YDR409W	chrIV	1289406	1292120	+	2715	514
YDR410C	chrIV	1292372	1293091	-	720	400
YDR411C	chrIV	1293369	1294394	-	1026	811
YDR412W	chrIV	1294693	1295400	+	708	388
YDR413C	chrIV	1294836	1295411	-	576	341
YDR414C	chrIV	1295598	1296686	-	1089	321
YDR415C	chrIV	1297037	1298161	-	1125	433
YDR416W	chrIV	1298432	1301011	+	2580	399
YDR417C	chrIV	1301555	1301926	-	372	6237
YDR418W	chrIV	1301616	1302113	+	498	8348
YDR419W	chrIV	1303174	1305072	+	1899	302
YDR421W	chrIV	1312040	1314892	+	2853	775
YDR422C	chrIV	1315326	1317773	-	2448	532
YDR423C	chrIV	1318046	1319275	-	1230	739
YDR424C	chrIV	1319387	1319617	-	231	498
YDR424C	chrIV	1319698	1319720	-	23	82
YDR424C	chrIV	1319817	1319841	-	25	63
YDR425W	chrIV	1320064	1321941	+	1878	393
YDR426C	chrIV	1321629	1322006	-	378	136
YDR427W	chrIV	1322205	1323386	+	1182	1308
YDR428C	chrIV	1323454	1324239	-	786	238
YDR429C	chrIV	1324477	1325301	-	825	3696
YDR430C	chrIV	1325501	1328470	-	2970	815
YDR431W	chrIV	1328390	1328701	+	312	16
YDR432W	chrIV	1328783	1330027	+	1245	7622
YDR433W	chrIV	1329600	1330040	+	441	4467
YDR434W	chrIV	1331237	1332841	+	1605	1000
YDR435C	chrIV	1332983	1333969	-	987	963
YDR436W	chrIV	1334821	1336953	+	2133	1145
YDR437W	chrIV	1337352	1337774	+	423	63
YDR438W	chrIV	1338274	1339386	+	1113	297
YDR439W	chrIV	1339676	1340719	+	1044	228
YDR440W	chrIV	1342493	1344241	+	1749	373
YDR441C	chrIV	1344517	1345062	-	546	310
YDR442W	chrIV	1345647	1346039	+	393	221
YDR443C	chrIV	1345676	1349938	-	4263	679
YDR444W	chrIV	1350290	1352353	+	2064	461
YDR445C	chrIV	1352182	1352589	-	408	107
YDR446W	chrIV	1353725	1354633	+	909	1
YDR447C	chrIV	1354829	1355236	-	408	4496
YDR447C	chrIV	1355551	1355553	-	3	221
YDR448W	chrIV	1356065	1357369	+	1305	335
YDR449C	chrIV	1357580	1358902	-	1323	119
YDR450W	chrIV	1359923	1359969	+	47	1098
YDR450W	chrIV	1360405	1360798	+	394	8868
YDR451C	chrIV	1361120	1362181	-	1062	272
YDR452W	chrIV	1362878	1364902	+	2025	3581
YDR453C	chrIV	1365072	1365662	-	591	266
YDR454C	chrIV	1366264	1366827	-	564	1795
YDR455C	chrIV	1367373	1367681	-	309	109
YDR456W	chrIV	1367485	1369386	+	1902	1452
YDR457W	chrIV	1369790	1379596	+	9807	2178
YDR458C	chrIV	1380055	1382046	-	1992	725
YDR459C	chrIV	1382319	1383443	-	1125	442
YDR460W	chrIV	1383811	1384776	+	966	612
YDR461W	chrIV	1385176	1385286	+	111	346
YDR461C-A	chrIV	1385524	1385766	-	243	297
YDR462W	chrIV	1386073	1386516	+	444	404
YDR463W	chrIV	1386816	1388375	+	1560	837
YDR464W	chrIV	1388872	1393179	+	4308	596
YDR464C-A	chrIV	1392492	1392680	-	189	70
